,steps,words,feedback,ncands
43,5,"['tares', 'rearm', 'rebar', 'relay', 'repay']","['XYYYX', 'GGYYX', 'GGXGY', 'GGXGG', 'GGGGG']","[54, 8, 6, 1, 1]"
44,3,"['tares', 'ditto', 'digit']","['YXXXX', 'GGYYX', 'GGGGG']","[78, 1, 1]"
45,3,"['tares', 'grate', 'crate']","['YYYYX', 'XGGGG', 'GGGGG']","[9, 2, 2]"
46,3,"['tares', 'doily', 'cluck']","['XXXXX', 'XXXYX', 'GGGGG']","[227, 14, 14]"
47,4,"['tares', 'sense', 'slice', 'spike']","['XXXYY', 'GYXYG', 'GXGXG', 'GGGGG']","[61, 14, 1, 1]"
48,4,"['tares', 'doily', 'cinch', 'mimic']","['XXXXX', 'XXYXX', 'YGXYX', 'GGGGG']","[227, 12, 1, 1]"
49,3,"['tares', 'doily', 'pound']","['XXXXX', 'YGXXX', 'GGGGG']","[227, 7, 7]"
50,5,"['tares', 'manly', 'mamma', 'madam', 'maxim']","['XGXXX', 'GGXXX', 'GGYYY', 'GGXYG', 'GGGGG']","[66, 9, 5, 1, 1]"
51,3,"['tares', 'level', 'linen']","['XXXGX', 'GYXGY', 'GGGGG']","[56, 3, 3]"
52,5,"['tares', 'octet', 'fleet', 'quiet', 'unmet']","['YXXGX', 'XXYGG', 'XXYGG', 'XYXGG', 'GGGGG']","[14, 7, 4, 1, 1]"
53,3,"['tares', 'sense', 'flesh']","['XXXYY', 'YYXGY', 'GGGGG']","[61, 2, 2]"
54,3,"['tares', 'doily', 'booby']","['XXXXX', 'XGXXG', 'GGGGG']","[227, 9, 9]"
55,2,"['tares', 'forth']","['YXGXX', 'GGGGG']","[9, 9]"
56,3,"['tares', 'strut', 'first']","['YXGXY', 'YYGXG', 'GGGGG']","[5, 2, 2]"
57,4,"['tares', 'start', 'stank', 'stand']","['YYXXY', 'GGGXY', 'GGGGX', 'GGGGG']","[23, 10, 1, 1]"
58,3,"['tares', 'eerie', 'belly']","['XXXYX', 'YGXXY', 'GGGGG']","[147, 27, 27]"
59,3,"['tares', 'prior', 'ivory']","['XXYXX', 'XYYYY', 'GGGGG']","[93, 3, 3]"
60,3,"['tares', 'sense', 'seedy']","['XXXYY', 'GGXYY', 'GGGGG']","[61, 1, 1]"
61,3,"['tares', 'trout', 'print']","['YXYXX', 'YGXXG', 'GGGGG']","[21, 3, 3]"
62,3,"['tares', 'rearm', 'yearn']","['XYYYX', 'YGGGX', 'GGGGG']","[54, 6, 6]"
63,4,"['tares', 'drama', 'drawn', 'drain']","['XYYXX', 'GGGXY', 'GGGXG', 'GGGGG']","[70, 4, 1, 1]"
64,5,"['tares', 'erode', 'prime', 'brine', 'bribe']","['XXYYX', 'YGXXG', 'XGGXG', 'GGGXG', 'GGGGG']","[57, 12, 3, 1, 1]"
65,2,"['tares', 'stout']","['YXXXY', 'GGGGG']","[55, 55]"
66,3,"['tares', 'lapel', 'panel']","['XGXGX', 'YGYGG', 'GGGGG']","[15, 1, 1]"
67,2,"['tares', 'crass']","['XYYXG', 'GGGGG']","[3, 3]"
68,4,"['tares', 'eerie', 'gouge', 'flume']","['XXXYX', 'YYXXG', 'XXGXG', 'GGGGG']","[147, 35, 3, 3]"
69,4,"['tares', 'allay', 'local', 'offal']","['XYXXX', 'YYYGX', 'YYXGG', 'GGGGG']","[98, 8, 1, 1]"
70,2,"['tares', 'agree']","['XYGGX', 'GGGGG']","[1, 1]"
71,3,"['tares', 'eerie', 'error']","['XXGYX', 'GYGXY', 'GGGGG']","[26, 1, 1]"
72,3,"['tares', 'shirk', 'swirl']","['XXYXY', 'GXGGX', 'GGGGG']","[19, 1, 1]"
73,4,"['tares', 'rearm', 'break', 'argue']","['XYYYX', 'YYYYX', 'XGYYX', 'GGGGG']","[54, 9, 1, 1]"
74,3,"['tares', 'level', 'bleed']","['XXXGX', 'YYXGY', 'GGGGG']","[56, 6, 6]"
75,3,"['tares', 'elate', 'delta']","['YYXYX', 'YYYGY', 'GGGGG']","[30, 1, 1]"
76,4,"['tares', 'doily', 'clink', 'flick']","['XXXXX', 'XXGYX', 'YGGXG', 'GGGGG']","[227, 9, 1, 1]"
77,3,"['tares', 'tweet', 'totem']","['GXXGX', 'GXYGY', 'GGGGG']","[8, 4, 4]"
78,4,"['tares', 'freer', 'rover', 'wooer']","['XXYGX', 'XYYGG', 'YGXGG', 'GGGGG']","[96, 53, 10, 10]"
79,3,"['tares', 'trout', 'front']","['YXYXX', 'YGGXG', 'GGGGG']","[21, 2, 2]"
80,2,"['tares', 'shrub']","['XXGXY', 'GGGGG']","[8, 8]"
81,4,"['tares', 'harry', 'marry', 'parry']","['XGGXX', 'XGGGG', 'XGGGG', 'GGGGG']","[13, 3, 2, 2]"
82,4,"['tares', 'eerie', 'niece', 'biome']","['XXXYX', 'YYXYG', 'XGYXG', 'GGGGG']","[147, 29, 6, 6]"
83,2,"['tares', 'lapel']","['XGXGX', 'GGGGG']","[15, 15]"
84,2,"['tares', 'start']","['YYYXY', 'GGGGG']","[6, 6]"
85,3,"['tares', 'otter', 'greet']","['YXYGX', 'XYYGY', 'GGGGG']","[12, 2, 2]"
86,6,"['tares', 'freer', 'rover', 'wooer', 'poker', 'goner']","['XXYGX', 'XYYGG', 'YGXGG', 'XGYGG', 'XGXGG', 'GGGGG']","[96, 53, 10, 5, 3, 3]"
87,4,"['tares', 'level', 'bleed', 'golem']","['XXXGX', 'YYXGY', 'XYYGX', 'GGGGG']","[56, 6, 1, 1]"
88,3,"['tares', 'stout', 'lusty']","['YXXXY', 'YYXYY', 'GGGGG']","[55, 4, 4]"
89,3,"['tares', 'doily', 'loopy']","['XXXXX', 'XGXYG', 'GGGGG']","[227, 2, 2]"
90,4,"['tares', 'prior', 'roomy', 'round']","['XXYXX', 'XYXYY', 'GGYXX', 'GGGGG']","[93, 12, 2, 2]"
91,3,"['tares', 'await', 'audit']","['YYXXX', 'GXYGG', 'GGGGG']","[29, 2, 2]"
92,3,"['tares', 'doily', 'lying']","['XXXXX', 'XXGYY', 'GGGGG']","[227, 1, 1]"
93,3,"['tares', 'manly', 'gamma']","['XGXXX', 'YGXXX', 'GGGGG']","[66, 1, 1]"
94,5,"['tares', 'radar', 'major', 'valor', 'labor']","['XGYXX', 'YGXYG', 'XGXGG', 'XGYGG', 'GGGGG']","[27, 7, 4, 1, 1]"
95,3,"['tares', 'sleet', 'islet']","['YXXGY', 'YYYGG', 'GGGGG']","[11, 1, 1]"
96,4,"['tares', 'doily', 'cinch', 'civic']","['XXXXX', 'XXYXX', 'GGXYX', 'GGGGG']","[227, 12, 1, 1]"
97,3,"['tares', 'eerie', 'forge']","['XXGYX', 'YYGXG', 'GGGGG']","[26, 7, 7]"
98,3,"['tares', 'curry', 'corny']","['XXGXX', 'GXGYG', 'GGGGG']","[27, 1, 1]"
99,4,"['tares', 'ditto', 'mount', 'moult']","['YXXXX', 'XXYYY', 'GGGXG', 'GGGGG']","[78, 6, 1, 1]"
100,4,"['tares', 'sassy', 'basal', 'basic']","['XGXXY', 'YGGYX', 'GGGYX', 'GGGGG']","[24, 6, 2, 2]"
101,3,"['tares', 'sassy', 'salad']","['XGXXY', 'GGYYX', 'GGGGG']","[24, 4, 4]"
102,4,"['tares', 'elate', 'abate', 'agate']","['YYXYX', 'YXGGG', 'GXGGG', 'GGGGG']","[30, 3, 1, 1]"
103,4,"['tares', 'sissy', 'spiny', 'spicy']","['XXXXY', 'GYYYG', 'GGGXG', 'GGGGG']","[94, 5, 2, 2]"
104,3,"['tares', 'scrap', 'spray']","['XYGXY', 'GXGGY', 'GGGGG']","[3, 1, 1]"
105,3,"['tares', 'shale', 'essay']","['XYXYY', 'YXYXY', 'GGGGG']","[28, 1, 1]"
106,4,"['tares', 'prior', 'roomy', 'fjord']","['XXYXX', 'XYXYY', 'YYGXX', 'GGGGG']","[93, 12, 2, 2]"
107,3,"['tares', 'sense', 'spend']","['XXXYY', 'GYYYY', 'GGGGG']","[61, 1, 1]"
108,4,"['tares', 'leave', 'pecan', 'kebab']","['XYXYX', 'XGYXY', 'XGXGX', 'GGGGG']","[81, 6, 1, 1]"
109,3,"['tares', 'doily', 'guild']","['XXXXX', 'YXGGX', 'GGGGG']","[227, 3, 3]"
110,4,"['tares', 'allay', 'again', 'aback']","['XYXXX', 'GXXYX', 'GXGXX', 'GGGGG']","[98, 12, 1, 1]"
111,4,"['tares', 'trout', 'rotor', 'motor']","['YXYXX', 'YYYXY', 'YGGGG', 'GGGGG']","[21, 3, 1, 1]"
112,4,"['tares', 'leave', 'angle', 'alone']","['XYXYX', 'YYYXG', 'GYXYG', 'GGGGG']","[81, 9, 1, 1]"
113,3,"['tares', 'tatty', 'hatch']","['YGXXX', 'YGGYX', 'GGGGG']","[32, 12, 12]"
114,7,"['tares', 'freer', 'rover', 'rider', 'leper', 'upper', 'hyper']","['XXYGX', 'XYYGG', 'YXXGG', 'YXXGG', 'XYGGG', 'XYGGG', 'GGGGG']","[96, 53, 22, 9, 2, 1, 1]"
115,4,"['tares', 'tooth', 'think', 'thumb']","['GXXXX', 'GXXYY', 'GGXXX', 'GGGGG']","[21, 6, 2, 2]"
116,4,"['tares', 'prior', 'roomy', 'dowry']","['XXYXX', 'XYXYY', 'YGYXG', 'GGGGG']","[93, 12, 1, 1]"
117,5,"['tares', 'ditto', 'mount', 'flout', 'ought']","['YXXXX', 'XXYYY', 'XYYXG', 'XXYYG', 'GGGGG']","[78, 6, 3, 1, 1]"
118,4,"['tares', 'eerie', 'belly', 'belch']","['XXXYX', 'YGXXY', 'GGGYX', 'GGGGG']","[147, 27, 2, 2]"
119,3,"['tares', 'ditto', 'dutch']","['YXXXX', 'GXGYX', 'GGGGG']","[78, 1, 1]"
120,3,"['tares', 'ditto', 'pilot']","['YXXXX', 'XGYYY', 'GGGGG']","[78, 3, 3]"
121,3,"['tares', 'tweet', 'tweed']","['GXXGX', 'GGGGY', 'GGGGG']","[8, 1, 1]"
122,3,"['tares', 'octet', 'comet']","['YXXGX', 'YYYGG', 'GGGGG']","[14, 2, 2]"
123,4,"['tares', 'tatty', 'gaunt', 'jaunt']","['YGXXX', 'YGYYX', 'XGGGG', 'GGGGG']","[32, 12, 4, 4]"
124,4,"['tares', 'leave', 'ahead', 'enema']","['XYXYX', 'XYYXY', 'YXGYX', 'GGGGG']","[81, 8, 2, 2]"
125,3,"['tares', 'sleet', 'steed']","['YXXGY', 'GXGGY', 'GGGGG']","[11, 2, 2]"
126,3,"['tares', 'amass', 'abyss']","['XYXXG', 'GXYGG', 'GGGGG']","[6, 1, 1]"
127,4,"['tares', 'prior', 'crown', 'growl']","['XXYXX', 'XGXYY', 'XGGGX', 'GGGGG']","[93, 13, 1, 1]"
128,4,"['tares', 'doily', 'clink', 'fling']","['XXXXX', 'XXGYX', 'XGGGX', 'GGGGG']","[227, 9, 1, 1]"
129,4,"['tares', 'level', 'money', 'dozen']","['XXXGX', 'XYXGX', 'XGYGX', 'GGGGG']","[56, 23, 2, 2]"
130,4,"['tares', 'doily', 'booby', 'boozy']","['XXXXX', 'XGXXG', 'GGGYG', 'GGGGG']","[227, 9, 1, 1]"
131,2,"['tares', 'erode']","['XXYYX', 'GGGGG']","[57, 57]"
132,5,"['tares', 'curry', 'moron', 'forgo', 'world']","['XXGXX', 'XXGYX', 'XGGYX', 'XGGXY', 'GGGGG']","[27, 4, 2, 1, 1]"
133,3,"['tares', 'eerie', 'gouge']","['XXXYX', 'YYXXG', 'GGGGG']","[147, 35, 35]"
134,4,"['tares', 'doily', 'clink', 'click']","['XXXXX', 'XXGYX', 'GGGXG', 'GGGGG']","[227, 9, 1, 1]"
135,3,"['tares', 'drama', 'briar']","['XYYXX', 'XGYXY', 'GGGGG']","[70, 7, 7]"
136,3,"['tares', 'grate', 'great']","['YYYYX', 'GGYYY', 'GGGGG']","[9, 1, 1]"
137,3,"['tares', 'apart', 'altar']","['YYYXX', 'GXYYY', 'GGGGG']","[12, 2, 2]"
138,3,"['tares', 'doily', 'pulpy']","['XXXXX', 'XXXYG', 'GGGGG']","[227, 4, 4]"
139,3,"['tares', 'trout', 'blurt']","['YXYXX', 'YYXYG', 'GGGGG']","[21, 1, 1]"
140,4,"['tares', 'start', 'boast', 'coast']","['YYXXY', 'YYGXG', 'XGGGG', 'GGGGG']","[23, 3, 1, 1]"
141,4,"['tares', 'doily', 'dummy', 'duchy']","['XXXXX', 'GXXXG', 'GGXXG', 'GGGGG']","[227, 3, 1, 1]"
142,3,"['tares', 'prior', 'groin']","['XXYXX', 'XGYYY', 'GGGGG']","[93, 3, 3]"
143,4,"['tares', 'freer', 'filer', 'fixer']","['XXYGX', 'GYYGG', 'GGXGG', 'GGGGG']","[96, 9, 3, 3]"
144,3,"['tares', 'prior', 'group']","['XXYXX', 'YGXYY', 'GGGGG']","[93, 2, 2]"
145,3,"['tares', 'erode', 'rogue']","['XXYYX', 'YYYXG', 'GGGGG']","[57, 3, 3]"
146,4,"['tares', 'manly', 'dally', 'badly']","['XGXXX', 'XGXGG', 'YGYGG', 'GGGGG']","[66, 5, 1, 1]"
147,3,"['tares', 'start', 'smart']","['YYYXY', 'GYGGG', 'GGGGG']","[6, 1, 1]"
148,4,"['tares', 'ditto', 'pitch', 'pithy']","['YXXXX', 'XGGYX', 'GGGXY', 'GGGGG']","[78, 4, 1, 1]"
149,4,"['tares', 'manly', 'daddy', 'gaudy']","['XGXXX', 'XGXXG', 'YGYGG', 'GGGGG']","[66, 11, 2, 2]"
150,3,"['tares', 'doily', 'chill']","['XXXXX', 'XXGGX', 'GGGGG']","[227, 3, 3]"
151,5,"['tares', 'eerie', 'merry', 'rerun', 'heron']","['XXGYX', 'YGGXY', 'XGGYX', 'YGGXG', 'GGGGG']","[26, 11, 3, 1, 1]"
152,4,"['tares', 'allay', 'coach', 'vodka']","['XYXXX', 'YXXYX', 'XGYXX', 'GGGGG']","[98, 18, 2, 2]"
153,5,"['tares', 'freer', 'filer', 'fixer', 'finer']","['XXYGX', 'GYYGG', 'GGXGG', 'GGXGG', 'GGGGG']","[96, 9, 3, 2, 2]"
154,3,"['tares', 'scree', 'surer']","['XXGGY', 'GXGGY', 'GGGGG']","[6, 3, 3]"
155,4,"['tares', 'radar', 'radii', 'radio']","['XGYXX', 'GGGYY', 'GGGGY', 'GGGGG']","[27, 2, 1, 1]"
156,4,"['tares', 'erode', 'rogue', 'rouge']","['XXYYX', 'YYYXG', 'GGYYG', 'GGGGG']","[57, 3, 1, 1]"
157,5,"['tares', 'eerie', 'merry', 'rerun', 'perch']","['XXGYX', 'YGGXY', 'XGGYX', 'YGGXX', 'GGGGG']","[26, 11, 3, 1, 1]"
158,3,"['tares', 'retro', 'retch']","['YXYYX', 'GGGYX', 'GGGGG']","[19, 1, 1]"
159,3,"['tares', 'retro', 'wrote']","['YXYYX', 'YYYYY', 'GGGGG']","[19, 1, 1]"
160,4,"['tares', 'doily', 'bloom', 'clock']","['XXXXX', 'XYXYX', 'XGGYX', 'GGGGG']","[227, 9, 4, 4]"
161,4,"['tares', 'teeth', 'title', 'tilde']","['GXXYX', 'GYYYX', 'GGYYG', 'GGGGG']","[14, 5, 1, 1]"
162,3,"['tares', 'wrest', 'store']","['YXYYY', 'XYYYY', 'GGGGG']","[4, 1, 1]"
163,3,"['tares', 'erode', 'prove']","['XXYYX', 'YGGXG', 'GGGGG']","[57, 8, 8]"
164,4,"['tares', 'prior', 'brink', 'bring']","['XXYXX', 'XGGXY', 'GGGGX', 'GGGGG']","[93, 13, 2, 2]"
165,4,"['tares', 'sense', 'slice', 'solve']","['XXXYY', 'GYXYG', 'GYXXG', 'GGGGG']","[61, 14, 1, 1]"
166,3,"['tares', 'elate', 'cheat']","['YYXYX', 'YXYYY', 'GGGGG']","[30, 5, 5]"
167,4,"['tares', 'erode', 'prime', 'grime']","['XXYYX', 'YGXXG', 'XGGGG', 'GGGGG']","[57, 12, 2, 2]"
168,3,"['tares', 'elite', 'exult']","['YXXYX', 'GYXYY', 'GGGGG']","[41, 2, 2]"
169,4,"['tares', 'riser', 'sewer', 'usher']","['XXYGY', 'YXYGG', 'YYXGG', 'GGGGG']","[15, 8, 1, 1]"
170,4,"['tares', 'eerie', 'enjoy', 'epoch']","['XXXYX', 'GYXXY', 'GXXYX', 'GGGGG']","[147, 9, 1, 1]"
171,3,"['tares', 'trait', 'triad']","['GYYXX', 'GGYYY', 'GGGGG']","[10, 2, 2]"
172,3,"['tares', 'rearm', 'break']","['XYYYX', 'YYYYX', 'GGGGG']","[54, 9, 9]"
173,3,"['tares', 'prior', 'rhino']","['XXYXX', 'XYGYY', 'GGGGG']","[93, 1, 1]"
174,5,"['tares', 'array', 'moral', 'rural', 'viral']","['XYGXX', 'YYGGX', 'XXGGG', 'YXGGG', 'GGGGG']","[12, 6, 2, 1, 1]"
175,3,"['tares', 'doily', 'conic']","['XXXXX', 'XGYXX', 'GGGGG']","[227, 3, 3]"
176,3,"['tares', 'pause', 'masse']","['XGXYY', 'XGXGG', 'GGGGG']","[7, 2, 2]"
177,4,"['tares', 'sissy', 'skill', 'sonic']","['XXXXY', 'GYYYX', 'GXYXX', 'GGGGG']","[94, 16, 2, 2]"
178,3,"['tares', 'await', 'vital']","['YYXXX', 'YXYYY', 'GGGGG']","[29, 1, 1]"
179,3,"['tares', 'treat', 'trace']","['GYYYX', 'GGYYY', 'GGGGG']","[5, 2, 2]"
180,3,"['tares', 'sissy', 'using']","['XXXXY', 'YYYYX', 'GGGGG']","[94, 1, 1]"
181,4,"['tares', 'leave', 'beach', 'peach']","['XYXYX', 'XGGXY', 'XGGGG', 'GGGGG']","[81, 4, 1, 1]"
182,4,"['tares', 'allay', 'coach', 'champ']","['XYXXX', 'YXXYX', 'GXGYY', 'GGGGG']","[98, 18, 3, 3]"
183,5,"['tares', 'tatty', 'hatch', 'natal', 'baton']","['YGXXX', 'YGGYX', 'XGGXX', 'YGGYX', 'GGGGG']","[32, 12, 5, 1, 1]"
184,4,"['tares', 'rearm', 'grave', 'brake']","['XYYYX', 'YYGYX', 'XGGXG', 'GGGGG']","[54, 13, 6, 6]"
185,4,"['tares', 'doily', 'cluck', 'pluck']","['XXXXX', 'XXXYX', 'YGGGG', 'GGGGG']","[227, 14, 1, 1]"
186,5,"['tares', 'rearm', 'grave', 'brake', 'craze']","['XYYYX', 'YYGYX', 'XGGXG', 'XGGXG', 'GGGGG']","[54, 13, 6, 3, 3]"
187,4,"['tares', 'erode', 'prime', 'gripe']","['XXYYX', 'YGXXG', 'YGGXG', 'GGGGG']","[57, 12, 1, 1]"
188,4,"['tares', 'rearm', 'yearn', 'weary']","['XYYYX', 'YGGGX', 'YGGGX', 'GGGGG']","[54, 6, 1, 1]"
189,4,"['tares', 'doily', 'pinky', 'picky']","['XXXXX', 'XXYXG', 'GGXGG', 'GGGGG']","[227, 9, 1, 1]"
190,3,"['tares', 'elate', 'acute']","['YYXYX', 'YXYGG', 'GGGGG']","[30, 1, 1]"
191,4,"['tares', 'eerie', 'merry', 'ferry']","['XXGYX', 'YGGXY', 'XGGGG', 'GGGGG']","[26, 11, 2, 2]"
192,4,"['tares', 'shale', 'amuse', 'aside']","['XYXYY', 'YXYXG', 'GXXYG', 'GGGGG']","[28, 3, 1, 1]"
193,2,"['tares', 'tapir']","['GGYXX', 'GGGGG']","[1, 1]"
194,4,"['tares', 'trout', 'troop', 'troll']","['GXYXX', 'GGGXY', 'GGGYX', 'GGGGG']","[14, 2, 1, 1]"
195,3,"['tares', 'doily', 'unify']","['XXXXX', 'XXGXG', 'GGGGG']","[227, 3, 3]"
196,3,"['tares', 'cress', 'rebus']","['XXYYG', 'XYYYG', 'GGGGG']","[4, 1, 1]"
197,3,"['tares', 'stout', 'boost']","['YXXXY', 'YYGXG', 'GGGGG']","[55, 2, 2]"
198,2,"['tares', 'truss']","['GXYXG', 'GGGGG']","[1, 1]"
199,4,"['tares', 'sense', 'slice', 'siege']","['XXXYY', 'GYXYG', 'GXYXG', 'GGGGG']","[61, 14, 2, 2]"
200,3,"['tares', 'truer', 'tiger']","['GXYGX', 'GYXGG', 'GGGGG']","[6, 3, 3]"
201,3,"['tares', 'manly', 'banal']","['XGXXX', 'XGGYX', 'GGGGG']","[66, 2, 2]"
202,4,"['tares', 'sissy', 'spook', 'slump']","['XXXXY', 'GXYYX', 'GYXXX', 'GGGGG']","[94, 28, 1, 1]"
203,3,"['tares', 'drama', 'crank']","['XYYXX', 'XGGXY', 'GGGGG']","[70, 17, 17]"
204,4,"['tares', 'eerie', 'forge', 'gorge']","['XXGYX', 'YYGXG', 'XGGGG', 'GGGGG']","[26, 7, 1, 1]"
205,4,"['tares', 'erode', 'leery', 'query']","['XXYYX', 'YYXXY', 'XYGGG', 'GGGGG']","[57, 10, 2, 2]"
206,4,"['tares', 'prior', 'brink', 'drink']","['XXYXX', 'XGGXY', 'XGGGG', 'GGGGG']","[93, 13, 1, 1]"
207,5,"['tares', 'radar', 'major', 'valor', 'favor']","['XGYXX', 'YGXYG', 'XGXGG', 'YGXGG', 'GGGGG']","[27, 7, 4, 1, 1]"
208,3,"['tares', 'alley', 'abbey']","['XYXGX', 'GXXGG', 'GGGGG']","[7, 1, 1]"
209,3,"['tares', 'tatty', 'tangy']","['GGXXX', 'GGYYG', 'GGGGG']","[13, 6, 6]"
210,4,"['tares', 'manly', 'canon', 'panic']","['XGXXX', 'XGGXX', 'YGGXY', 'GGGGG']","[66, 3, 1, 1]"
211,3,"['tares', 'sharp', 'solar']","['XYYXY', 'GXYYX', 'GGGGG']","[15, 3, 3]"
212,3,"['tares', 'spore', 'shire']","['XXYYY', 'GXXGG', 'GGGGG']","[14, 1, 1]"
213,3,"['tares', 'prior', 'proxy']","['XXYXX', 'GGXYY', 'GGGGG']","[93, 4, 4]"
214,3,"['tares', 'ditto', 'point']","['YXXXX', 'XYYYY', 'GGGGG']","[78, 4, 4]"
215,3,"['tares', 'trout', 'robot']","['YXYXX', 'YYYXG', 'GGGGG']","[21, 1, 1]"
216,3,"['tares', 'prior', 'prick']","['XXYXX', 'GGGXY', 'GGGGG']","[93, 2, 2]"
217,4,"['tares', 'eerie', 'niece', 'wince']","['XXXYX', 'YYXYG', 'YGYGG', 'GGGGG']","[147, 29, 2, 2]"
