steps,words,feedback,ncands
4,"['lares', 'neath', 'abide', 'adobe']","['XYXYX', 'XYYXX', 'GYXYG', 'GGGGG']","[59, 6, 1, 1]"
5,"['lares', 'drant', 'cramp', 'crack', 'crazy']","['XYYXX', 'XGGXX', 'GGGXX', 'GGGYX', 'GGGGG']","[74, 7, 2, 1, 1]"
4,"['lares', 'sheer', 'sewer', 'sower']","['XXYGY', 'GXYGG', 'GYGGG', 'GGGGG']","[17, 6, 1, 1]"
4,"['lares', 'bract', 'adore', 'repay']","['XYYYX', 'XYYXX', 'YXXYY', 'GGGGG']","[56, 5, 1, 1]"
4,"['lares', 'notum', 'fifth', 'digit']","['XXXXX', 'XXYXX', 'XGXYX', 'GGGGG']","[205, 11, 1, 1]"
3,"['lares', 'bract', 'crate']","['XYYYX', 'XGGYY', 'GGGGG']","[56, 1, 1]"
4,"['lares', 'yonic', 'clump', 'cluck']","['YXXXX', 'XXXXY', 'GGGXX', 'GGGGG']","[102, 5, 1, 1]"
4,"['lares', 'point', 'spice', 'spike']","['XXXYY', 'YXGXX', 'GGGXG', 'GGGGG']","[67, 2, 1, 1]"
3,"['lares', 'notum', 'mimic']","['XXXXX', 'XXXXY', 'GGGGG']","[205, 3, 3]"
6,"['lares', 'notum', 'bound', 'found', 'hound', 'pound']","['XXXXX', 'YGXYX', 'XGGGG', 'XGGGG', 'XGGGG', 'GGGGG']","[205, 6, 4, 3, 2, 2]"
5,"['lares', 'twiny', 'mafia', 'magic', 'maxim']","['XGXXX', 'XXYXX', 'GGXGY', 'GGXGX', 'GGGGG']","[85, 4, 2, 1, 1]"
3,"['lares', 'liken', 'linen']","['GXXGX', 'GGXGG', 'GGGGG']","[5, 1, 1]"
3,"['lares', 'tondi', 'unmet']","['XXXGX', 'YXYXX', 'GGGGG']","[44, 1, 1]"
3,"['lares', 'slept', 'flesh']","['YXXYY', 'YGGXX', 'GGGGG']","[20, 1, 1]"
4,"['lares', 'notum', 'goody', 'booby']","['XXXXX', 'XGXXX', 'XGGXG', 'GGGGG']","[205, 14, 3, 3]"
3,"['lares', 'fowth', 'forth']","['XXGXX', 'GGXGG', 'GGGGG']","[33, 1, 1]"
3,"['lares', 'burst', 'first']","['XXGXY', 'XXGGG', 'GGGGG']","[13, 2, 2]"
3,"['lares', 'chapt', 'stand']","['XYXXY', 'XXGXY', 'GGGGG']","[44, 5, 5]"
4,"['lares', 'toile', 'dwell', 'belly']","['YXXYX', 'XXXGY', 'XXYGY', 'GGGGG']","[63, 6, 2, 2]"
4,"['lares', 'tronc', 'fjord', 'ivory']","['XXYXX', 'XYGXX', 'XXGGX', 'GGGGG']","[106, 3, 1, 1]"
4,"['lares', 'point', 'geese', 'seedy']","['XXXYY', 'XXXXX', 'XGGYY', 'GGGGG']","[67, 3, 1, 1]"
4,"['lares', 'tronc', 'brunt', 'print']","['XXYXX', 'YGXGX', 'XGXGG', 'GGGGG']","[106, 3, 1, 1]"
4,"['lares', 'bract', 'ready', 'yearn']","['XYYYX', 'XYGXX', 'YGGXY', 'GGGGG']","[56, 6, 1, 1]"
3,"['lares', 'drant', 'drain']","['XYYXX', 'GGGYX', 'GGGGG']","[74, 2, 2]"
4,"['lares', 'droit', 'prime', 'bribe']","['XXYYX', 'XGXYX', 'XGGXG', 'GGGGG']","[81, 9, 3, 3]"
6,"['lares', 'skint', 'scout', 'shout', 'spout', 'stout']","['XXXXY', 'GXXXG', 'GXGGG', 'GXGGG', 'GXGGG', 'GGGGG']","[114, 5, 3, 2, 1, 1]"
5,"['lares', 'gavel', 'camel', 'hazel', 'panel']","['YGXGX', 'XGXGG', 'XGXGG', 'XGXGG', 'GGGGG']","[7, 3, 2, 1, 1]"
3,"['lares', 'brass', 'crass']","['XYYXG', 'XGGGG', 'GGGGG']","[3, 2, 2]"
3,"['lares', 'toile', 'flume']","['YXXYX', 'XXXYG', 'GGGGG']","[63, 6, 6]"
4,"['lares', 'aloin', 'focal', 'offal']","['YYXXX', 'YYYXX', 'YYXGG', 'GGGGG']","[71, 8, 1, 1]"
2,"['lares', 'agree']","['XYGGX', 'GGGGG']","[1, 1]"
3,"['lares', 'myope', 'error']","['XXGYX', 'XXYXY', 'GGGGG']","[28, 2, 2]"
3,"['lares', 'slurp', 'swirl']","['YXYXY', 'GYXGX', 'GGGGG']","[2, 1, 1]"
4,"['lares', 'bract', 'dread', 'argue']","['XYYYX', 'XGYXX', 'XGYYX', 'GGGGG']","[56, 6, 1, 1]"
3,"['lares', 'detox', 'bleed']","['YXXGX', 'YYXXX', 'GGGGG']","[29, 3, 3]"
3,"['lares', 'plate', 'delta']","['YYXYX', 'XYYGY', 'GGGGG']","[48, 1, 1]"
4,"['lares', 'yonic', 'child', 'flick']","['YXXXX', 'XXXYY', 'YXGYX', 'GGGGG']","[102, 7, 1, 1]"
3,"['lares', 'tondi', 'totem']","['XXXGX', 'GGXXX', 'GGGGG']","[44, 1, 1]"
4,"['lares', 'tondi', 'mower', 'wooer']","['XXYGX', 'XGXXX', 'XGYGG', 'GGGGG']","[93, 15, 1, 1]"
3,"['lares', 'tronc', 'front']","['XXYXX', 'YGGGX', 'GGGGG']","[106, 1, 1]"
4,"['lares', 'burst', 'scrub', 'shrub']","['XXGXY', 'YYGYX', 'GXGGG', 'GGGGG']","[13, 2, 1, 1]"
3,"['lares', 'party', 'parry']","['XGGXX', 'GGGXG', 'GGGGG']","[16, 1, 1]"
4,"['lares', 'unite', 'movie', 'biome']","['XXXYX', 'XXYXG', 'YYXYG', 'GGGGG']","[130, 6, 1, 1]"
3,"['lares', 'label', 'lapel']","['GGXGX', 'GGXGG', 'GGGGG']","[3, 1, 1]"
4,"['lares', 'trash', 'smart', 'start']","['XYYXY', 'YYGYX', 'GXGGG', 'GGGGG']","[20, 4, 1, 1]"
4,"['lares', 'tondi', 'ether', 'greet']","['XXYGX', 'YXXXX', 'YYXGY', 'GGGGG']","[93, 4, 1, 1]"
3,"['lares', 'tondi', 'goner']","['XXYGX', 'XGGXX', 'GGGGG']","[93, 1, 1]"
4,"['lares', 'detox', 'hovel', 'golem']","['YXXGX', 'XYXYX', 'XGXGY', 'GGGGG']","[29, 5, 1, 1]"
3,"['lares', 'lousy', 'lusty']","['GXXXY', 'GXYYG', 'GGGGG']","[2, 1, 1]"
4,"['lares', 'limbo', 'lofty', 'loopy']","['GXXXX', 'GXXXY', 'GGXXG', 'GGGGG']","[19, 3, 2, 2]"
4,"['lares', 'tronc', 'rhino', 'round']","['XXYXX', 'XYYGX', 'GXXGY', 'GGGGG']","[106, 2, 1, 1]"
4,"['lares', 'hiant', 'admit', 'audit']","['XYXXX', 'XYYXG', 'GYXGG', 'GGGGG']","[61, 2, 1, 1]"
4,"['lares', 'limbo', 'lucid', 'lying']","['GXXXX', 'GYXXX', 'GXXYX', 'GGGGG']","[19, 2, 1, 1]"
3,"['lares', 'twiny', 'gamma']","['XGXXX', 'XXXXX', 'GGGGG']","[85, 9, 9]"
2,"['lares', 'labor']","['GGYXX', 'GGGGG']","[1, 1]"
2,"['lares', 'islet']","['YXXGY', 'GGGGG']","[6, 6]"
4,"['lares', 'notum', 'dizzy', 'civic']","['XXXXX', 'XXXXX', 'XGXXX', 'GGGGG']","[205, 13, 1, 1]"
3,"['lares', 'myope', 'forge']","['XXGYX', 'XXYXG', 'GGGGG']","[28, 6, 6]"
3,"['lares', 'fowth', 'corny']","['XXGXX', 'XGXXX', 'GGGGG']","[33, 2, 2]"
4,"['lares', 'yonic', 'mogul', 'moult']","['YXXXX', 'XGXXX', 'GGXYY', 'GGGGG']","[102, 3, 1, 1]"
3,"['lares', 'potsy', 'basic']","['XGXXY', 'XXXYX', 'GGGGG']","[22, 3, 3]"
4,"['lares', 'palsy', 'salon', 'salad']","['YGXXY', 'XGGYX', 'GGGXX', 'GGGGG']","[11, 3, 1, 1]"
4,"['lares', 'neath', 'abate', 'agate']","['XYXYX', 'XYGGX', 'GXGGG', 'GGGGG']","[59, 3, 1, 1]"
3,"['lares', 'skint', 'spicy']","['XXXXY', 'GXGXX', 'GGGGG']","[114, 2, 2]"
3,"['lares', 'scrap', 'spray']","['XYGXY', 'GXGGY', 'GGGGG']","[6, 1, 1]"
4,"['lares', 'shakt', 'abuse', 'essay']","['XYXYY', 'YXYXX', 'YXXYY', 'GGGGG']","[35, 4, 1, 1]"
3,"['lares', 'tronc', 'fjord']","['XXYXX', 'XYGXX', 'GGGGG']","[106, 3, 3]"
3,"['lares', 'point', 'spend']","['XXXYY', 'YXXGX', 'GGGGG']","[67, 1, 1]"
4,"['lares', 'neath', 'decay', 'kebab']","['XYXYX', 'XGYXX', 'XGXGX', 'GGGGG']","[59, 4, 1, 1]"
4,"['lares', 'yonic', 'blitz', 'guild']","['YXXXX', 'XXXYX', 'XYGXX', 'GGGGG']","[102, 9, 2, 2]"
4,"['lares', 'hiant', 'quack', 'aback']","['XYXXX', 'XXGXX', 'XXGGG', 'GGGGG']","[61, 4, 1, 1]"
3,"['lares', 'tronc', 'motor']","['XXYXX', 'YYYXX', 'GGGGG']","[106, 3, 3]"
5,"['lares', 'plate', 'alike', 'algae', 'alone']","['YYXYX', 'XGYXG', 'GGXXG', 'GGXYG', 'GGGGG']","[48, 4, 2, 1, 1]"
5,"['lares', 'twiny', 'caput', 'batch', 'hatch']","['XGXXX', 'YXXXX', 'YGXXY', 'XGGGG', 'GGGGG']","[85, 8, 3, 2, 2]"
4,"['lares', 'tondi', 'buyer', 'hyper']","['XXYGX', 'XXXXX', 'XXYGG', 'GGGGG']","[93, 14, 1, 1]"
3,"['lares', 'notum', 'thumb']","['XXXXX', 'XXYYY', 'GGGGG']","[205, 2, 2]"
4,"['lares', 'tronc', 'rough', 'dowry']","['XXYXX', 'XYYXX', 'YGXXX', 'GGGGG']","[106, 9, 1, 1]"
3,"['lares', 'notum', 'ought']","['XXXXX', 'XYYYX', 'GGGGG']","[205, 2, 2]"
3,"['lares', 'toile', 'belch']","['YXXYX', 'XXXYY', 'GGGGG']","[63, 5, 5]"
4,"['lares', 'notum', 'butch', 'dutch']","['XXXXX', 'XXGYX', 'XGGGG', 'GGGGG']","[205, 4, 2, 2]"
4,"['lares', 'yonic', 'igloo', 'pilot']","['YXXXX', 'XYXYX', 'YXGGY', 'GGGGG']","[102, 2, 1, 1]"
3,"['lares', 'tondi', 'tweed']","['XXXGX', 'GXXYX', 'GGGGG']","[44, 1, 1]"
3,"['lares', 'tondi', 'comet']","['XXXGX', 'YGXXX', 'GGGGG']","[44, 2, 2]"
6,"['lares', 'twiny', 'daunt', 'gaunt', 'haunt', 'jaunt']","['XGXXX', 'YXXGX', 'XGGGG', 'XGGGG', 'XGGGG', 'GGGGG']","[85, 5, 4, 3, 2, 2]"
4,"['lares', 'neath', 'amend', 'enema']","['XYXYX', 'YYYXX', 'YYGYX', 'GGGGG']","[59, 6, 1, 1]"
3,"['lares', 'sweet', 'steed']","['XXXGY', 'GXGGY', 'GGGGG']","[19, 2, 2]"
3,"['lares', 'amass', 'abyss']","['XYXXG', 'GXYGG', 'GGGGG']","[4, 1, 1]"
3,"['lares', 'griot', 'growl']","['YXYXX', 'GGXYX', 'GGGGG']","[22, 1, 1]"
3,"['lares', 'yonic', 'fling']","['YXXXX', 'XXYYX', 'GGGGG']","[102, 5, 5]"
3,"['lares', 'tondi', 'dozen']","['XXXGX', 'XGYYX', 'GGGGG']","[44, 1, 1]"
5,"['lares', 'notum', 'goody', 'booby', 'boozy']","['XXXXX', 'XGXXX', 'XGGXG', 'GGGYG', 'GGGGG']","[205, 14, 3, 1, 1]"
3,"['lares', 'droit', 'erode']","['XXYYX', 'YGGXX', 'GGGGG']","[81, 1, 1]"
3,"['lares', 'burly', 'world']","['YXGXX', 'XXGGX', 'GGGGG']","[4, 1, 1]"
4,"['lares', 'unite', 'budge', 'gouge']","['XXXYX', 'YXXXG', 'XYXGG', 'GGGGG']","[130, 9, 1, 1]"
4,"['lares', 'yonic', 'child', 'click']","['YXXXX', 'XXXYY', 'GXGYX', 'GGGGG']","[102, 7, 3, 3]"
4,"['lares', 'drant', 'arbor', 'briar']","['XYYXX', 'XGYXX', 'YGYXG', 'GGGGG']","[74, 6, 1, 1]"
3,"['lares', 'bract', 'great']","['XYYYX', 'XGYXG', 'GGGGG']","[56, 2, 2]"
3,"['lares', 'trawl', 'altar']","['YYYXX', 'YYYXY', 'GGGGG']","[17, 2, 2]"
4,"['lares', 'yonic', 'bully', 'pulpy']","['YXXXX', 'YXXXX', 'XGGYG', 'GGGGG']","[102, 7, 1, 1]"
3,"['lares', 'griot', 'blurt']","['YXYXX', 'XYXXG', 'GGGGG']","[22, 1, 1]"
3,"['lares', 'chapt', 'coast']","['XYXXY', 'GXGXG', 'GGGGG']","[44, 1, 1]"
4,"['lares', 'notum', 'pudgy', 'duchy']","['XXXXX', 'XXXYX', 'XGYXG', 'GGGGG']","[205, 13, 1, 1]"
4,"['lares', 'tronc', 'brown', 'groin']","['XXYXX', 'XGGYX', 'XGGXG', 'GGGGG']","[106, 5, 1, 1]"
5,"['lares', 'tondi', 'viper', 'fiber', 'fixer']","['XXYGX', 'XXXXY', 'XGXGG', 'GGXGG', 'GGGGG']","[93, 10, 2, 1, 1]"
4,"['lares', 'tronc', 'brood', 'group']","['XXYXX', 'XGGXX', 'XGGYX', 'GGGGG']","[106, 9, 2, 2]"
3,"['lares', 'droit', 'rogue']","['XXYYX', 'XYYXX', 'GGGGG']","[81, 3, 3]"
3,"['lares', 'minty', 'badly']","['YGXXX', 'XXXXG', 'GGGGG']","[23, 3, 3]"
3,"['lares', 'trash', 'smart']","['XYYXY', 'YYGYX', 'GGGGG']","[20, 4, 4]"
4,"['lares', 'notum', 'ditch', 'pithy']","['XXXXX', 'XXGXX', 'XGGXY', 'GGGGG']","[205, 9, 1, 1]"
4,"['lares', 'twiny', 'caddy', 'gaudy']","['XGXXX', 'XXXXG', 'XGYGG', 'GGGGG']","[85, 9, 1, 1]"
5,"['lares', 'yonic', 'child', 'chili', 'chill']","['YXXXX', 'XXXYY', 'GGGGX', 'GGGGY', 'GGGGG']","[102, 7, 2, 1, 1]"
4,"['lares', 'myope', 'error', 'heron']","['XXGYX', 'XXYXY', 'YYGGY', 'GGGGG']","[28, 2, 1, 1]"
4,"['lares', 'hiant', 'comma', 'vodka']","['XYXXX', 'XXYXX', 'XGXXG', 'GGGGG']","[61, 4, 1, 1]"
3,"['lares', 'tondi', 'finer']","['XXYGX', 'XXGXY', 'GGGGG']","[93, 3, 3]"
5,"['lares', 'scree', 'shrew', 'siren', 'surer']","['XXGGY', 'GXGGY', 'GXGGX', 'GXGGX', 'GGGGG']","[6, 3, 2, 1, 1]"
3,"['lares', 'myoid', 'radio']","['XGYXX', 'XXYGY', 'GGGGG']","[26, 1, 1]"
4,"['lares', 'droit', 'rogue', 'rouge']","['XXYYX', 'XYYXX', 'GGYYG', 'GGGGG']","[81, 3, 1, 1]"
3,"['lares', 'myope', 'perch']","['XXGYX', 'XXXYY', 'GGGGG']","[28, 1, 1]"
4,"['lares', 'droit', 'entry', 'retch']","['XXYYX', 'XYXXY', 'YXGYX', 'GGGGG']","[81, 4, 1, 1]"
4,"['lares', 'droit', 'trope', 'wrote']","['XXYYX', 'XGGXY', 'YGGXG', 'GGGGG']","[81, 3, 1, 1]"
4,"['lares', 'yonic', 'cloth', 'clock']","['YXXXX', 'XYXXY', 'GGGXX', 'GGGGG']","[102, 6, 2, 2]"
3,"['lares', 'toile', 'tilde']","['YXXYX', 'GXYYG', 'GGGGG']","[63, 1, 1]"
6,"['lares', 'shire', 'score', 'snore', 'spore', 'store']","['XXYYY', 'GXXGG', 'GXGGG', 'GXGGG', 'GXGGG', 'GGGGG']","[18, 5, 4, 3, 2, 2]"
6,"['lares', 'droit', 'grope', 'probe', 'prone', 'prove']","['XXYYX', 'XGGXX', 'XGGYG', 'GGGXG', 'GGGXG', 'GGGGG']","[81, 8, 3, 2, 1, 1]"
3,"['lares', 'tronc', 'bring']","['XXYXX', 'XGXGX', 'GGGGG']","[106, 8, 8]"
4,"['lares', 'slept', 'smile', 'solve']","['YXXYY', 'GYYXX', 'GXXYG', 'GGGGG']","[20, 2, 1, 1]"
3,"['lares', 'neath', 'cheat']","['XYXYX', 'XYYYY', 'GGGGG']","[59, 2, 2]"
5,"['lares', 'droit', 'prime', 'crime', 'grime']","['XXYYX', 'XGXYX', 'XGGGG', 'XGGGG', 'GGGGG']","[81, 9, 2, 1, 1]"
4,"['lares', 'toile', 'dwelt', 'exult']","['YXXYX', 'YXXGY', 'XXYGG', 'GGGGG']","[63, 3, 1, 1]"
3,"['lares', 'sheer', 'usher']","['XXYGY', 'YYYGG', 'GGGGG']","[17, 1, 1]"
4,"['lares', 'unite', 'beech', 'epoch']","['XXXYX', 'XXXXY', 'XYYGG', 'GGGGG']","[130, 9, 1, 1]"
3,"['lares', 'drant', 'triad']","['XYYXX', 'YGYXY', 'GGGGG']","[74, 1, 1]"
4,"['lares', 'bract', 'bread', 'break']","['XYYYX', 'GGYXX', 'GGGGX', 'GGGGG']","[56, 2, 1, 1]"
3,"['lares', 'tronc', 'rhino']","['XXYXX', 'XYYGX', 'GGGGG']","[106, 2, 2]"
4,"['lares', 'moral', 'rural', 'viral']","['YYGXX', 'XXGGG', 'YXGGG', 'GGGGG']","[5, 2, 1, 1]"
5,"['lares', 'notum', 'condo', 'conch', 'conic']","['XXXXX', 'YGXXX', 'GGGXY', 'GGGYX', 'GGGGG']","[205, 8, 2, 1, 1]"
3,"['lares', 'baste', 'masse']","['XGXYY', 'XGGXG', 'GGGGG']","[11, 1, 1]"
3,"['lares', 'skint', 'sonic']","['XXXXY', 'GXYYX', 'GGGGG']","[114, 1, 1]"
4,"['lares', 'aloin', 'tidal', 'vital']","['YYXXX', 'YYXYX', 'YGXGG', 'GGGGG']","[71, 3, 1, 1]"
3,"['lares', 'bract', 'trace']","['XYYYX', 'XGGGY', 'GGGGG']","[56, 1, 1]"
3,"['lares', 'skint', 'using']","['XXXXY', 'YXGGX', 'GGGGG']","[114, 1, 1]"
4,"['lares', 'neath', 'beach', 'peach']","['XYXYX', 'XGGXG', 'XGGGG', 'GGGGG']","[59, 2, 1, 1]"
4,"['lares', 'hiant', 'chaff', 'champ']","['XYXXX', 'YXGXX', 'GGGXX', 'GGGGG']","[61, 4, 1, 1]"
3,"['lares', 'twiny', 'baton']","['XGXXX', 'YXXYX', 'GGGGG']","[85, 1, 1]"
3,"['lares', 'bract', 'brake']","['XYYYX', 'GGGXX', 'GGGGG']","[56, 2, 2]"
4,"['lares', 'yonic', 'clump', 'pluck']","['YXXXX', 'XXXXY', 'YGGXY', 'GGGGG']","[102, 5, 1, 1]"
5,"['lares', 'bract', 'crane', 'crave', 'craze']","['XYYYX', 'XGGYX', 'GGGXG', 'GGGXG', 'GGGGG']","[56, 3, 2, 1, 1]"
4,"['lares', 'droit', 'prime', 'gripe']","['XXYYX', 'XGXYX', 'YGGXG', 'GGGGG']","[81, 9, 1, 1]"
4,"['lares', 'bract', 'ready', 'weary']","['XYYYX', 'XYGXX', 'YGGXG', 'GGGGG']","[56, 6, 1, 1]"
4,"['lares', 'notum', 'dizzy', 'picky']","['XXXXX', 'XXXXX', 'XGXXG', 'GGGGG']","[205, 13, 4, 4]"
3,"['lares', 'neath', 'acute']","['XYXYX', 'XYYGX', 'GGGGG']","[59, 1, 1]"
4,"['lares', 'myope', 'berry', 'ferry']","['XXGYX', 'XYXXY', 'XGGGG', 'GGGGG']","[28, 5, 1, 1]"
4,"['lares', 'shakt', 'abuse', 'aside']","['XYXYY', 'YXYXX', 'GXXYG', 'GGGGG']","[35, 4, 1, 1]"
3,"['lares', 'myoid', 'tapir']","['XGYXX', 'XXXGX', 'GGGGG']","[26, 1, 1]"
3,"['lares', 'griot', 'troll']","['YXYXX', 'XGXYY', 'GGGGG']","[22, 1, 1]"
4,"['lares', 'notum', 'hunky', 'unify']","['XXXXX', 'YXXYX', 'XYYXG', 'GGGGG']","[205, 12, 1, 1]"
3,"['lares', 'cress', 'rebus']","['XXYYG', 'XYYYG', 'GGGGG']","[4, 1, 1]"
3,"['lares', 'skint', 'boost']","['XXXXY', 'YXXXG', 'GGGGG']","[114, 3, 3]"
3,"['lares', 'cross', 'truss']","['XXYXG', 'XGXGG', 'GGGGG']","[4, 1, 1]"
3,"['lares', 'point', 'siege']","['XXXYY', 'XXYXX', 'GGGGG']","[67, 4, 4]"
3,"['lares', 'tondi', 'tiger']","['XXYGX', 'GXXXY', 'GGGGG']","[93, 2, 2]"
3,"['lares', 'minty', 'banal']","['YGXXX', 'XXGXX', 'GGGGG']","[23, 2, 2]"
4,"['lares', 'tholi', 'slung', 'slump']","['YXXXY', 'XXXYX', 'GGGXX', 'GGGGG']","[35, 4, 1, 1]"
3,"['lares', 'drant', 'crank']","['XYYXX', 'XGGGX', 'GGGGG']","[74, 3, 3]"
4,"['lares', 'myope', 'forge', 'gorge']","['XXGYX', 'XXYXG', 'XGGGG', 'GGGGG']","[28, 6, 1, 1]"
4,"['lares', 'droit', 'revue', 'query']","['XXYYX', 'XYXXX', 'YYXYY', 'GGGGG']","[81, 8, 1, 1]"
4,"['lares', 'tronc', 'bring', 'drink']","['XXYXX', 'XGXGX', 'XGGGX', 'GGGGG']","[106, 8, 1, 1]"
3,"['lares', 'myoid', 'favor']","['XGYXX', 'XXYXX', 'GGGGG']","[26, 3, 3]"
3,"['lares', 'annex', 'abbey']","['XYXGX', 'GXXGX', 'GGGGG']","[3, 1, 1]"
3,"['lares', 'twiny', 'tangy']","['XGXXX', 'GXXYG', 'GGGGG']","[85, 1, 1]"
4,"['lares', 'twiny', 'mania', 'panic']","['XGXXX', 'XXYYX', 'XGGGY', 'GGGGG']","[85, 4, 1, 1]"
3,"['lares', 'snarl', 'solar']","['YYYXY', 'GXYYY', 'GGGGG']","[2, 1, 1]"
2,"['lares', 'shire']","['XXYYY', 'GGGGG']","[18, 18]"
5,"['lares', 'tronc', 'brood', 'group', 'proxy']","['XXYXX', 'XGGXX', 'XGGYX', 'XGGXY', 'GGGGG']","[106, 9, 2, 1, 1]"
4,"['lares', 'notum', 'joint', 'point']","['XXXXX', 'YGYXX', 'XGGGG', 'GGGGG']","[205, 4, 1, 1]"
4,"['lares', 'tronc', 'motor', 'robot']","['XXYXX', 'YYYXX', 'XGYGY', 'GGGGG']","[106, 3, 1, 1]"
4,"['lares', 'tronc', 'crimp', 'prick']","['XXYXX', 'XGXXY', 'YGGXY', 'GGGGG']","[106, 6, 1, 1]"
5,"['lares', 'unite', 'binge', 'mince', 'wince']","['XXXYX', 'XYYXG', 'XGGXG', 'XGGGG', 'GGGGG']","[130, 7, 2, 1, 1]"
3,"['lares', 'tronc', 'crimp']","['XXYXX', 'XGXXY', 'GGGGG']","[106, 6, 6]"
