steps,words,feedback,ncands
5,"['tales', 'drony', 'gamma', 'macaw', 'maxim']","['XGXXX', 'XXXXX', 'XGYYY', 'GGXYX', 'GGGGG']","[82, 8, 2, 1, 1]"
4,"['tales', 'reoil', 'liken', 'linen']","['XXYGX', 'XYXYY', 'GGXGG', 'GGGGG']","[43, 3, 1, 1]"
4,"['tales', 'retox', 'duvet', 'unmet']","['YXXGX', 'XYYXX', 'XYXGG', 'GGGGG']","[22, 3, 1, 1]"
3,"['tales', 'smell', 'flesh']","['XXYYY', 'YXGYY', 'GGGGG']","[14, 1, 1]"
4,"['tales', 'groin', 'boozy', 'booby']","['XXXXX', 'XXGXX', 'GGGXG', 'GGGGG']","[221, 8, 1, 1]"
3,"['tales', 'routh', 'forth']","['YXXXX', 'YGXGG', 'GGGGG']","[87, 3, 3]"
3,"['tales', 'yourt', 'first']","['YXXXY', 'XXXYG', 'GGGGG']","[67, 2, 2]"
3,"['tales', 'sharn', 'stand']","['YYXXY', 'GXGXY', 'GGGGG']","[26, 3, 3]"
4,"['tales', 'cello', 'belle', 'belly']","['XXGYX', 'XGGGX', 'GGGGY', 'GGGGG']","[16, 3, 1, 1]"
3,"['tales', 'groin', 'ivory']","['XXXXX', 'XYGYX', 'GGGGG']","[221, 1, 1]"
4,"['tales', 'porin', 'geese', 'seedy']","['XXXYY', 'XXXXX', 'XGGYY', 'GGGGG']","[69, 3, 1, 1]"
4,"['tales', 'routh', 'crypt', 'print']","['YXXXX', 'YXXYX', 'XGXYG', 'GGGGG']","[87, 3, 1, 1]"
4,"['tales', 'drack', 'weary', 'yearn']","['XYXYX', 'XYGXX', 'XGGGY', 'GGGGG']","[83, 4, 1, 1]"
3,"['tales', 'bronc', 'drain']","['XYXXX', 'XGXYX', 'GGGGG']","[102, 4, 4]"
4,"['tales', 'corgi', 'bride', 'bribe']","['XXXYX', 'XXYXY', 'GGGXG', 'GGGGG']","[165, 11, 2, 2]"
7,"['tales', 'yourt', 'scout', 'shout', 'snout', 'spout', 'stout']","['YXXXY', 'XYYXG', 'GXGGG', 'GXGGG', 'GXGGG', 'GXGGG', 'GGGGG']","[67, 5, 4, 3, 2, 1, 1]"
4,"['tales', 'laden', 'navel', 'panel']","['XGYGX', 'YGXGY', 'YGXGG', 'GGGGG']","[11, 2, 1, 1]"
3,"['tales', 'abyss', 'crass']","['XYXXG', 'YXXGG', 'GGGGG']","[7, 2, 2]"
3,"['tales', 'olein', 'flume']","['XXYYX', 'XGYXX', 'GGGGG']","[49, 4, 4]"
4,"['tales', 'nomic', 'afoul', 'offal']","['XYYXX', 'XYXXX', 'YGYXG', 'GGGGG']","[67, 5, 1, 1]"
3,"['tales', 'amber', 'agree']","['XYXGX', 'GXXGY', 'GGGGG']","[7, 1, 1]"
3,"['tales', 'corgi', 'error']","['XXXYX', 'XYGXX', 'GGGGG']","[165, 2, 2]"
4,"['tales', 'hiply', 'slick', 'swirl']","['XXYXY', 'XYXYX', 'GYGXX', 'GGGGG']","[28, 4, 1, 1]"
4,"['tales', 'drack', 'arena', 'argue']","['XYXYX', 'XGYXX', 'GGYXY', 'GGGGG']","[83, 2, 1, 1]"
3,"['tales', 'reoil', 'bleed']","['XXYGX', 'XYXXY', 'GGGGG']","[43, 4, 4]"
2,"['tales', 'delta']","['YYGYX', 'GGGGG']","[2, 2]"
3,"['tales', 'courd', 'flick']","['XXYXX', 'YXXXX', 'GGGGG']","[99, 3, 3]"
4,"['tales', 'tower', 'token', 'totem']","['GXXGX', 'GGXGX', 'GGXGX', 'GGGGG']","[15, 2, 1, 1]"
4,"['tales', 'orcin', 'mower', 'wooer']","['XXXGX', 'YYXXX', 'XGYGG', 'GGGGG']","[107, 14, 1, 1]"
4,"['tales', 'routh', 'droit', 'front']","['YXXXX', 'YYXYX', 'XGGXG', 'GGGGG']","[87, 4, 1, 1]"
4,"['tales', 'phony', 'shirk', 'shrub']","['XXXXY', 'XGXXX', 'GGXYX', 'GGGGG']","[88, 6, 2, 2]"
4,"['tales', 'drony', 'harpy', 'parry']","['XGXXX', 'XYXXG', 'XGGYG', 'GGGGG']","[82, 7, 1, 1]"
4,"['tales', 'corgi', 'diode', 'biome']","['XXXYX', 'XYXXY', 'XGGXG', 'GGGGG']","[165, 5, 1, 1]"
4,"['tales', 'laden', 'label', 'lapel']","['XGYGX', 'GGXGX', 'GGXGG', 'GGGGG']","[11, 4, 1, 1]"
4,"['tales', 'sharn', 'smart', 'start']","['YYXXY', 'GXGGX', 'GXGGG', 'GGGGG']","[26, 3, 1, 1]"
4,"['tales', 'retox', 'egret', 'greet']","['YXXGX', 'YYYXX', 'YYYGG', 'GGGGG']","[22, 3, 1, 1]"
3,"['tales', 'orcin', 'goner']","['XXXGX', 'YYXXY', 'GGGGG']","[107, 1, 1]"
3,"['tales', 'filer', 'golem']","['XXGGX', 'XXGGX', 'GGGGG']","[5, 2, 2]"
3,"['tales', 'still', 'lusty']","['YXYXY', 'YYXYY', 'GGGGG']","[6, 1, 1]"
4,"['tales', 'courd', 'wooly', 'loopy']","['XXYXX', 'XGXXX', 'XGGYG', 'GGGGG']","[99, 6, 1, 1]"
4,"['tales', 'groin', 'horny', 'round']","['XXXXX', 'XYYXY', 'XGYGX', 'GGGGG']","[221, 5, 1, 1]"
4,"['tales', 'drant', 'admit', 'audit']","['YYXXX', 'YXYXG', 'GYXGG', 'GGGGG']","[27, 3, 1, 1]"
4,"['tales', 'courd', 'fling', 'lying']","['XXYXX', 'XXXXX', 'XYGGG', 'GGGGG']","[99, 9, 1, 1]"
3,"['tales', 'drony', 'gamma']","['XGXXX', 'XXXXX', 'GGGGG']","[82, 8, 8]"
3,"['tales', 'lanky', 'labor']","['XGYXX', 'GGXXX', 'GGGGG']","[18, 3, 3]"
2,"['tales', 'islet']","['YXGGY', 'GGGGG']","[1, 1]"
3,"['tales', 'groin', 'civic']","['XXXXX', 'XXXGX', 'GGGGG']","[221, 6, 6]"
3,"['tales', 'corgi', 'forge']","['XXXYX', 'XGGGX', 'GGGGG']","[165, 2, 2]"
4,"['tales', 'groin', 'horny', 'corny']","['XXXXX', 'XYYXY', 'XGGGG', 'GGGGG']","[221, 5, 1, 1]"
3,"['tales', 'blunt', 'moult']","['YXYXX', 'XYGXG', 'GGGGG']","[18, 1, 1]"
3,"['tales', 'pansy', 'basic']","['XGXXY', 'XGXYX', 'GGGGG']","[17, 2, 2]"
4,"['tales', 'palsy', 'salon', 'salad']","['XGGXY', 'XGGYX', 'GGGXX', 'GGGGG']","[6, 3, 1, 1]"
4,"['tales', 'chare', 'abate', 'agate']","['YYXYX', 'XXGXG', 'GXGGG', 'GGGGG']","[24, 3, 1, 1]"
4,"['tales', 'phony', 'gipsy', 'spicy']","['XXXXY', 'YXXXG', 'XYYYG', 'GGGGG']","[88, 5, 2, 2]"
4,"['tales', 'pharm', 'scrap', 'spray']","['XYXXY', 'YXYYX', 'GXGGY', 'GGGGG']","[42, 2, 1, 1]"
4,"['tales', 'spark', 'abuse', 'essay']","['XYXYY', 'YXYXX', 'YXXYY', 'GGGGG']","[33, 4, 1, 1]"
4,"['tales', 'groin', 'chord', 'fjord']","['XXXXX', 'XYGXX', 'XXGGG', 'GGGGG']","[221, 3, 1, 1]"
3,"['tales', 'porin', 'spend']","['XXXYY', 'YXXXY', 'GGGGG']","[69, 1, 1]"
4,"['tales', 'drack', 'awoke', 'kebab']","['XYXYX', 'XXYXY', 'YXXYY', 'GGGGG']","[83, 2, 1, 1]"
4,"['tales', 'courd', 'build', 'guild']","['XXYXX', 'XXYXG', 'XGGGG', 'GGGGG']","[99, 2, 1, 1]"
3,"['tales', 'bronc', 'aback']","['XYXXX', 'YXXXY', 'GGGGG']","[102, 1, 1]"
3,"['tales', 'routh', 'motor']","['YXXXX', 'YGXYX', 'GGGGG']","[87, 1, 1]"
5,"['tales', 'flare', 'alike', 'algae', 'alone']","['XYYYX', 'XGYXG', 'GGXXG', 'GGXYG', 'GGGGG']","[49, 4, 2, 1, 1]"
4,"['tales', 'cupid', 'batch', 'hatch']","['YGXXX', 'YXXXX', 'XGGGG', 'GGGGG']","[31, 5, 3, 3]"
4,"['tales', 'orcin', 'buyer', 'hyper']","['XXXGX', 'XYXXX', 'XXYGG', 'GGGGG']","[107, 14, 1, 1]"
3,"['tales', 'giron', 'thumb']","['GXXXX', 'XXXXX', 'GGGGG']","[36, 2, 2]"
4,"['tales', 'groin', 'forum', 'dowry']","['XXXXX', 'XYYXX', 'XGYXX', 'GGGGG']","[221, 14, 3, 3]"
3,"['tales', 'routh', 'ought']","['YXXXX', 'XYYYY', 'GGGGG']","[87, 1, 1]"
3,"['tales', 'cello', 'belch']","['XXGYX', 'YGGYX', 'GGGGG']","[16, 3, 3]"
4,"['tales', 'routh', 'butch', 'dutch']","['YXXXX', 'XXYYG', 'XGGGG', 'GGGGG']","[87, 3, 2, 2]"
3,"['tales', 'filth', 'pilot']","['YXGXX', 'XGGYX', 'GGGGG']","[3, 1, 1]"
3,"['tales', 'tower', 'tweed']","['GXXGX', 'GXYGX', 'GGGGG']","[15, 2, 2]"
3,"['tales', 'retox', 'comet']","['YXXGX', 'XYYYX', 'GGGGG']","[22, 2, 2]"
5,"['tales', 'cupid', 'gamut', 'haunt', 'jaunt']","['YGXXX', 'XYXXX', 'XGXYG', 'XGGGG', 'GGGGG']","[31, 5, 3, 2, 2]"
4,"['tales', 'drack', 'above', 'enema']","['XYXYX', 'XXYXX', 'YXXXY', 'GGGGG']","[83, 7, 2, 2]"
3,"['tales', 'reset', 'steed']","['YXXGY', 'XYYGY', 'GGGGG']","[11, 2, 2]"
2,"['tales', 'abyss']","['XYXXG', 'GGGGG']","[7, 7]"
3,"['tales', 'courd', 'growl']","['XXYXX', 'XYXYX', 'GGGGG']","[99, 4, 4]"
3,"['tales', 'courd', 'fling']","['XXYXX', 'XXXXX', 'GGGGG']","[99, 9, 9]"
4,"['tales', 'orcin', 'woken', 'dozen']","['XXXGX', 'YXXXG', 'XGXGG', 'GGGGG']","[107, 4, 1, 1]"
3,"['tales', 'groin', 'boozy']","['XXXXX', 'XXGXX', 'GGGGG']","[221, 8, 8]"
4,"['tales', 'corgi', 'drone', 'erode']","['XXXYX', 'XYYXX', 'YGGXG', 'GGGGG']","[165, 9, 1, 1]"
3,"['tales', 'courd', 'world']","['XXYXX', 'XGXYG', 'GGGGG']","[99, 1, 1]"
4,"['tales', 'corgi', 'dodge', 'gouge']","['XXXYX', 'XGXGX', 'XGXGG', 'GGGGG']","[165, 2, 1, 1]"
4,"['tales', 'courd', 'clink', 'click']","['XXYXX', 'GXXXX', 'GGGXG', 'GGGGG']","[99, 8, 1, 1]"
4,"['tales', 'bronc', 'braid', 'briar']","['XYXXX', 'GGXXX', 'GGYYX', 'GGGGG']","[102, 2, 1, 1]"
3,"['tales', 'chare', 'great']","['YYXYX', 'XXYYY', 'GGGGG']","[24, 1, 1]"
3,"['tales', 'aloft', 'altar']","['YYYXX', 'GGXXY', 'GGGGG']","[14, 1, 1]"
4,"['tales', 'doily', 'bulky', 'pulpy']","['XXGXX', 'XXXYG', 'XGGXG', 'GGGGG']","[27, 2, 1, 1]"
3,"['tales', 'blunt', 'blurt']","['YXYXX', 'GGGXG', 'GGGGG']","[18, 1, 1]"
4,"['tales', 'sharn', 'boast', 'coast']","['YYXXY', 'YXGXX', 'XGGGG', 'GGGGG']","[26, 2, 1, 1]"
4,"['tales', 'groin', 'dumpy', 'duchy']","['XXXXX', 'XXXXX', 'GGXXG', 'GGGGG']","[221, 14, 1, 1]"
2,"['tales', 'groin']","['XXXXX', 'GGGGG']","[221, 221]"
5,"['tales', 'orcin', 'diver', 'fiber', 'fixer']","['XXXGX', 'XYXYX', 'XGXGG', 'GGXGG', 'GGGGG']","[107, 10, 4, 1, 1]"
4,"['tales', 'groin', 'groom', 'group']","['XXXXX', 'GGGXX', 'GGGYX', 'GGGGG']","[221, 2, 1, 1]"
3,"['tales', 'corgi', 'rogue']","['XXXYX', 'XGYYX', 'GGGGG']","[165, 1, 1]"
3,"['tales', 'lanky', 'badly']","['XGYXX', 'YGXXG', 'GGGGG']","[18, 5, 5]"
3,"['tales', 'sharn', 'smart']","['YYXXY', 'GXGGX', 'GGGGG']","[26, 3, 3]"
4,"['tales', 'routh', 'fight', 'pithy']","['YXXXX', 'XXXYY', 'XGXGY', 'GGGGG']","[87, 6, 1, 1]"
5,"['tales', 'drony', 'caddy', 'bawdy', 'gaudy']","['XGXXX', 'YXXXG', 'XGYGG', 'XGXGG', 'GGGGG']","[82, 4, 2, 1, 1]"
5,"['tales', 'courd', 'clink', 'chili', 'chill']","['XXYXX', 'GXXXX', 'GYGXX', 'GGGGY', 'GGGGG']","[99, 8, 2, 1, 1]"
4,"['tales', 'corgi', 'error', 'heron']","['XXXYX', 'XYGXX', 'YYGGY', 'GGGGG']","[165, 2, 1, 1]"
4,"['tales', 'bronc', 'audio', 'vodka']","['XYXXX', 'XXYXX', 'YXGXY', 'GGGGG']","[102, 5, 1, 1]"
4,"['tales', 'orcin', 'diner', 'finer']","['XXXGX', 'XYXYY', 'XGGGG', 'GGGGG']","[107, 5, 2, 2]"
4,"['tales', 'porin', 'screw', 'surer']","['XXXGY', 'XXGXX', 'GXGGX', 'GGGGG']","[31, 4, 1, 1]"
3,"['tales', 'drony', 'radio']","['XGXXX', 'YYYXX', 'GGGGG']","[82, 1, 1]"
3,"['tales', 'corgi', 'rouge']","['XXXYX', 'XGYGX', 'GGGGG']","[165, 1, 1]"
4,"['tales', 'corgi', 'mercy', 'perch']","['XXXYX', 'YXGXX', 'XGGGX', 'GGGGG']","[165, 2, 1, 1]"
3,"['tales', 'recti', 'retch']","['YXXYX', 'GGYYX', 'GGGGG']","[52, 1, 1]"
4,"['tales', 'recti', 'brute', 'wrote']","['YXXYX', 'YYXGX', 'XGXGG', 'GGGGG']","[52, 3, 1, 1]"
3,"['tales', 'courd', 'clock']","['XXYXX', 'GYXXX', 'GGGGG']","[99, 2, 2]"
2,"['tales', 'tilde']","['GXGYX', 'GGGGG']","[2, 2]"
3,"['tales', 'proin', 'store']","['YXXYY', 'XYGXX', 'GGGGG']","[23, 1, 1]"
5,"['tales', 'corgi', 'drone', 'probe', 'prove']","['XXXYX', 'XYYXX', 'XGGXG', 'GGGXG', 'GGGGG']","[165, 9, 4, 1, 1]"
3,"['tales', 'groin', 'bring']","['XXXXX', 'YGXYY', 'GGGGG']","[221, 2, 2]"
3,"['tales', 'pulse', 'solve']","['XXGYY', 'XXGYG', 'GGGGG']","[3, 1, 1]"
3,"['tales', 'chare', 'cheat']","['YYXYX', 'GGYXY', 'GGGGG']","[24, 1, 1]"
3,"['tales', 'corgi', 'grime']","['XXXYX', 'XXYYY', 'GGGGG']","[165, 2, 2]"
4,"['tales', 'elite', 'extol', 'exult']","['YXYYX', 'GYXYY', 'GGYXY', 'GGGGG']","[11, 2, 1, 1]"
4,"['tales', 'porin', 'sever', 'usher']","['XXXGY', 'XXYXX', 'YYXGG', 'GGGGG']","[31, 4, 1, 1]"
3,"['tales', 'corgi', 'epoch']","['XXXYX', 'YYXXX', 'GGGGG']","[165, 3, 3]"
3,"['tales', 'tiara', 'triad']","['GYXXX', 'GYYYY', 'GGGGG']","[14, 1, 1]"
3,"['tales', 'drack', 'break']","['XYXYX', 'XGYXG', 'GGGGG']","[83, 3, 3]"
4,"['tales', 'groin', 'minor', 'rhino']","['XXXXX', 'XYYYY', 'XYYYY', 'GGGGG']","[221, 2, 1, 1]"
4,"['tales', 'nomic', 'rival', 'viral']","['XYYXX', 'XXXYX', 'YGYGG', 'GGGGG']","[67, 4, 1, 1]"
3,"['tales', 'groin', 'conic']","['XXXXX', 'XXYGY', 'GGGGG']","[221, 2, 2]"
4,"['tales', 'parse', 'cause', 'masse']","['XGXYY', 'XGXGG', 'XGXGG', 'GGGGG']","[6, 2, 1, 1]"
4,"['tales', 'phony', 'bison', 'sonic']","['XXXXY', 'XXYYX', 'XYYYY', 'GGGGG']","[88, 3, 1, 1]"
3,"['tales', 'aloft', 'vital']","['YYYXX', 'YYXXY', 'GGGGG']","[14, 1, 1]"
3,"['tales', 'teary', 'trace']","['GYXYX', 'GYGYX', 'GGGGG']","[9, 2, 2]"
4,"['tales', 'phony', 'skunk', 'using']","['XXXXY', 'XXXGX', 'YXYGX', 'GGGGG']","[88, 5, 1, 1]"
4,"['tales', 'drack', 'beach', 'peach']","['XYXYX', 'XXGGX', 'XGGGG', 'GGGGG']","[83, 3, 1, 1]"
4,"['tales', 'bronc', 'chaff', 'champ']","['XYXXX', 'XXXXY', 'GGGXX', 'GGGGG']","[102, 4, 1, 1]"
3,"['tales', 'cupid', 'baton']","['YGXXX', 'XXXXX', 'GGGGG']","[31, 5, 5]"
3,"['tales', 'drack', 'brake']","['XYXYX', 'XGGXY', 'GGGGG']","[83, 1, 1]"
3,"['tales', 'courd', 'pluck']","['XXYXX', 'YXGXX', 'GGGGG']","[99, 1, 1]"
5,"['tales', 'drack', 'crane', 'crave', 'craze']","['XYXYX', 'XGGYX', 'GGGXG', 'GGGXG', 'GGGGG']","[83, 3, 2, 1, 1]"
4,"['tales', 'corgi', 'grime', 'gripe']","['XXXYX', 'XXYYY', 'GGGXG', 'GGGGG']","[165, 2, 1, 1]"
3,"['tales', 'drack', 'weary']","['XYXYX', 'XYGXX', 'GGGGG']","[83, 4, 4]"
5,"['tales', 'groin', 'whiff', 'biddy', 'picky']","['XXXXX', 'XXXYX', 'XXYXX', 'XGXXG', 'GGGGG']","[221, 12, 3, 1, 1]"
3,"['tales', 'chare', 'acute']","['YYXYX', 'YXYXG', 'GGGGG']","[24, 1, 1]"
4,"['tales', 'corgi', 'berry', 'ferry']","['XXXYX', 'XXGXX', 'XGGGG', 'GGGGG']","[165, 10, 2, 2]"
4,"['tales', 'spark', 'abuse', 'aside']","['XYXYY', 'YXYXX', 'GXXYG', 'GGGGG']","[33, 4, 1, 1]"
4,"['tales', 'tangy', 'tacit', 'tapir']","['GGXXX', 'GGXXX', 'GGXGY', 'GGGGG']","[14, 4, 1, 1]"
2,"['tales', 'troll']","['GXYXX', 'GGGGG']","[3, 3]"
4,"['tales', 'groin', 'pinch', 'unify']","['XXXXX', 'XXXYY', 'XYYXX', 'GGGGG']","[221, 10, 1, 1]"
3,"['tales', 'cress', 'rebus']","['XXXYG', 'XYYYG', 'GGGGG']","[6, 1, 1]"
4,"['tales', 'yourt', 'foist', 'boost']","['YXXXY', 'XGXXG', 'XGXGG', 'GGGGG']","[67, 6, 1, 1]"
3,"['tales', 'torus', 'truss']","['GXXXG', 'GXYYG', 'GGGGG']","[2, 1, 1]"
4,"['tales', 'porin', 'guise', 'siege']","['XXXYY', 'XXXYX', 'YXYYG', 'GGGGG']","[69, 5, 1, 1]"
3,"['tales', 'tower', 'tiger']","['GXXGX', 'GXXGG', 'GGGGG']","[15, 4, 4]"
3,"['tales', 'lanky', 'banal']","['XGYXX', 'YGGXX', 'GGGGG']","[18, 2, 2]"
3,"['tales', 'hiply', 'slump']","['XXYXY', 'XXYYX', 'GGGGG']","[28, 4, 4]"
3,"['tales', 'bronc', 'crank']","['XYXXX', 'XGXGY', 'GGGGG']","[102, 1, 1]"
4,"['tales', 'corgi', 'forge', 'gorge']","['XXXYX', 'XGGGX', 'XGGGG', 'GGGGG']","[165, 2, 1, 1]"
5,"['tales', 'corgi', 'demur', 'prune', 'query']","['XXXYX', 'XXYXX', 'XYXYY', 'XYYXY', 'GGGGG']","[165, 10, 2, 1, 1]"
4,"['tales', 'groin', 'brink', 'drink']","['XXXXX', 'XGXYY', 'XGGGG', 'GGGGG']","[221, 3, 1, 1]"
3,"['tales', 'drony', 'favor']","['XGXXX', 'XYYXX', 'GGGGG']","[82, 6, 6]"
3,"['tales', 'amber', 'abbey']","['XYXGX', 'GXGGX', 'GGGGG']","[7, 1, 1]"
2,"['tales', 'tangy']","['GGXXX', 'GGGGG']","[14, 14]"
4,"['tales', 'drony', 'manga', 'panic']","['XGXXX', 'XXXYX', 'XGGXY', 'GGGGG']","[82, 6, 1, 1]"
2,"['tales', 'solar']","['XYGXY', 'GGGGG']","[1, 1]"
3,"['tales', 'porin', 'shire']","['XXXYY', 'XXYYX', 'GGGGG']","[69, 1, 1]"
5,"['tales', 'groin', 'croup', 'proof', 'proxy']","['XXXXX', 'XGGXX', 'XGGXY', 'GGGYX', 'GGGGG']","[221, 12, 2, 1, 1]"
4,"['tales', 'routh', 'joint', 'point']","['YXXXX', 'XGXYX', 'XGGGG', 'GGGGG']","[87, 4, 1, 1]"
3,"['tales', 'routh', 'robot']","['YXXXX', 'GGXYX', 'GGGGG']","[87, 2, 2]"
4,"['tales', 'groin', 'crimp', 'prick']","['XXXXX', 'XGXYX', 'YGGXY', 'GGGGG']","[221, 5, 1, 1]"
4,"['tales', 'corgi', 'mince', 'wince']","['XXXYX', 'YXXXY', 'XGGGG', 'GGGGG']","[165, 7, 1, 1]"
3,"['tales', 'groin', 'crimp']","['XXXXX', 'XGXYX', 'GGGGG']","[221, 5, 5]"
4,"['tales', 'courd', 'bloom', 'knoll']","['XXYXX', 'XYXXX', 'XYGYX', 'GGGGG']","[99, 7, 1, 1]"
4,"['tales', 'pharm', 'arson', 'sugar']","['XYXXY', 'XXYYX', 'YYYXX', 'GGGGG']","[42, 3, 1, 1]"
