steps,words,feedback,ncands
3,"['tares', 'indol', 'ivory']","['XXYXX', 'GXXYX', 'GGGGG']","[93, 1, 1]"
4,"['tares', 'colin', 'geese', 'seedy']","['XXXYY', 'XXXXX', 'XGGYY', 'GGGGG']","[61, 4, 1, 1]"
3,"['tares', 'bruin', 'print']","['YXYXX', 'XGXYY', 'GGGGG']","[21, 1, 1]"
4,"['tares', 'crape', 'ready', 'yearn']","['XYYYX', 'XYGXY', 'YGGXY', 'GGGGG']","[54, 8, 1, 1]"
3,"['tares', 'brand', 'drain']","['XYYXX', 'XGGYY', 'GGGGG']","[70, 2, 2]"
4,"['tares', 'cripe', 'bride', 'bribe']","['XXYYX', 'XGGXG', 'GGGXG', 'GGGGG']","[57, 6, 2, 2]"
7,"['tares', 'moult', 'scout', 'shout', 'snout', 'spout', 'stout']","['YXXXY', 'XYYXG', 'GXGGG', 'GXGGG', 'GXGGG', 'GXGGG', 'GGGGG']","[55, 5, 4, 3, 2, 1, 1]"
4,"['tares', 'laden', 'navel', 'panel']","['XGXGX', 'YGXGY', 'YGXGG', 'GGGGG']","[15, 2, 1, 1]"
3,"['tares', 'brass', 'crass']","['XYYXG', 'XGGGG', 'GGGGG']","[3, 2, 2]"
5,"['tares', 'cling', 'elope', 'fluke', 'flume']","['XXXYX', 'XGXXX', 'YGXXG', 'GGGXG', 'GGGGG']","[147, 7, 2, 1, 1]"
4,"['tares', 'alcid', 'koala', 'offal']","['XYXXX', 'YYXXX', 'XYYYY', 'GGGGG']","[98, 9, 1, 1]"
2,"['tares', 'agree']","['XYGGX', 'GGGGG']","[1, 1]"
3,"['tares', 'pence', 'error']","['XXGYX', 'XYXXY', 'GGGGG']","[26, 1, 1]"
4,"['tares', 'crisp', 'shirk', 'swirl']","['XXYXY', 'XYGYX', 'GXGGX', 'GGGGG']","[19, 3, 1, 1]"
3,"['tares', 'crape', 'argue']","['XYYYX', 'XGYXG', 'GGGGG']","[54, 1, 1]"
3,"['tares', 'pelon', 'bleed']","['XXXGX', 'XYYXX', 'GGGGG']","[56, 5, 5]"
3,"['tares', 'clade', 'delta']","['YYXYX', 'XYYYY', 'GGGGG']","[30, 1, 1]"
3,"['tares', 'nould', 'flick']","['XXXXX', 'XXXYX', 'GGGGG']","[227, 11, 11]"
4,"['tares', 'towel', 'token', 'totem']","['GXXGX', 'GGXGX', 'GGXGX', 'GGGGG']","[8, 2, 1, 1]"
4,"['tares', 'dolci', 'mower', 'wooer']","['XXYGX', 'XGXXX', 'XGYGG', 'GGGGG']","[96, 14, 1, 1]"
3,"['tares', 'bruin', 'front']","['YXYXX', 'XGXXY', 'GGGGG']","[21, 1, 1]"
3,"['tares', 'scrub', 'shrub']","['XXGXY', 'GXGGG', 'GGGGG']","[8, 1, 1]"
5,"['tares', 'carry', 'harry', 'marry', 'parry']","['XGGXX', 'XGGGG', 'XGGGG', 'XGGGG', 'GGGGG']","[13, 3, 2, 1, 1]"
4,"['tares', 'cling', 'movie', 'biome']","['XXXYX', 'XXYXX', 'YYXYG', 'GGGGG']","[147, 7, 1, 1]"
4,"['tares', 'laden', 'label', 'lapel']","['XGXGX', 'GGXGX', 'GGXGG', 'GGGGG']","[15, 2, 1, 1]"
3,"['tares', 'smart', 'start']","['YYYXY', 'GXGGG', 'GGGGG']","[6, 1, 1]"
3,"['tares', 'other', 'greet']","['YXYGX', 'XYXGY', 'GGGGG']","[12, 2, 2]"
5,"['tares', 'dolci', 'mower', 'roger', 'goner']","['XXYGX', 'XGXXX', 'XGXGG', 'YGYGG', 'GGGGG']","[96, 14, 8, 1, 1]"
3,"['tares', 'pelon', 'golem']","['XXXGX', 'XYGYX', 'GGGGG']","[56, 1, 1]"
3,"['tares', 'moult', 'lusty']","['YXXXY', 'XXYYY', 'GGGGG']","[55, 1, 1]"
4,"['tares', 'nould', 'lobby', 'loopy']","['XXXXX', 'XGXYX', 'GGXXG', 'GGGGG']","[227, 5, 1, 1]"
4,"['tares', 'indol', 'drown', 'round']","['XXYXX', 'XYYYX', 'YYYXY', 'GGGGG']","[93, 3, 1, 1]"
4,"['tares', 'acold', 'adapt', 'audit']","['YYXXX', 'GXXXY', 'GYYXG', 'GGGGG']","[29, 3, 1, 1]"
4,"['tares', 'nould', 'cling', 'lying']","['XXXXX', 'YXXYX', 'XYGGG', 'GGGGG']","[227, 7, 1, 1]"
3,"['tares', 'chynd', 'gamma']","['XGXXX', 'XXXXX', 'GGGGG']","[66, 8, 8]"
4,"['tares', 'avion', 'major', 'labor']","['XGYXX', 'YXXGX', 'XGXGG', 'GGGGG']","[27, 4, 2, 2]"
3,"['tares', 'beset', 'islet']","['YXXGY', 'XYYGG', 'GGGGG']","[11, 4, 4]"
4,"['tares', 'nould', 'picky', 'civic']","['XXXXX', 'XXXXX', 'XGYXX', 'GGGGG']","[227, 12, 2, 2]"
3,"['tares', 'pence', 'forge']","['XXGYX', 'XYXXG', 'GGGGG']","[26, 4, 4]"
3,"['tares', 'culty', 'corny']","['XXGXX', 'GXXXG', 'GGGGG']","[27, 1, 1]"
3,"['tares', 'hotly', 'moult']","['YXXXX', 'XGYGX', 'GGGGG']","[78, 1, 1]"
3,"['tares', 'palsy', 'basic']","['XGXXY', 'XGXYX', 'GGGGG']","[24, 4, 4]"
4,"['tares', 'palsy', 'salon', 'salad']","['XGXXY', 'XGGYX', 'GGGXX', 'GGGGG']","[24, 3, 1, 1]"
4,"['tares', 'clade', 'abate', 'agate']","['YYXYX', 'XXGXG', 'GXGGG', 'GGGGG']","[30, 3, 1, 1]"
3,"['tares', 'nkosi', 'spicy']","['XXXXY', 'XXXYY', 'GGGGG']","[94, 9, 9]"
3,"['tares', 'scram', 'spray']","['XYGXY', 'GXGGX', 'GGGGG']","[3, 1, 1]"
4,"['tares', 'shalm', 'abuse', 'essay']","['XYXYY', 'YXYXX', 'YXXYY', 'GGGGG']","[28, 3, 1, 1]"
4,"['tares', 'indol', 'chord', 'fjord']","['XXYXX', 'XXYYX', 'XXGGG', 'GGGGG']","[93, 7, 1, 1]"
4,"['tares', 'colin', 'dense', 'spend']","['XXXYY', 'XXXXY', 'YYYYY', 'GGGGG']","[61, 4, 1, 1]"
4,"['tares', 'glace', 'ahead', 'kebab']","['XYXYX', 'XXYXY', 'YXYGX', 'GGGGG']","[81, 7, 1, 1]"
4,"['tares', 'nould', 'build', 'guild']","['XXXXX', 'XXYGG', 'XGGGG', 'GGGGG']","[227, 2, 1, 1]"
3,"['tares', 'alcid', 'aback']","['XYXXX', 'GXYXX', 'GGGGG']","[98, 1, 1]"
3,"['tares', 'bruin', 'motor']","['YXYXX', 'XYXXX', 'GGGGG']","[21, 2, 2]"
4,"['tares', 'glace', 'alike', 'alone']","['XYXYX', 'XGYXG', 'GGXXG', 'GGGGG']","[81, 3, 1, 1]"
3,"['tares', 'hilum', 'hatch']","['YGXXX', 'GXXXX', 'GGGGG']","[32, 1, 1]"
5,"['tares', 'dolci', 'fever', 'buyer', 'hyper']","['XXYGX', 'XXXXX', 'XYXGG', 'XXYGG', 'GGGGG']","[96, 15, 5, 1, 1]"
3,"['tares', 'pinch', 'thumb']","['GXXXX', 'XXXXY', 'GGGGG']","[21, 1, 1]"
4,"['tares', 'indol', 'chord', 'dowry']","['XXYXX', 'XXYYX', 'XXYGY', 'GGGGG']","[93, 7, 1, 1]"
3,"['tares', 'hotly', 'ought']","['YXXXX', 'YYYXX', 'GGGGG']","[78, 3, 3]"
3,"['tares', 'cling', 'belch']","['XXXYX', 'YYXXX', 'GGGGG']","[147, 3, 3]"
4,"['tares', 'hotly', 'ditch', 'dutch']","['YXXXX', 'YXGXX', 'GXGGG', 'GGGGG']","[78, 5, 1, 1]"
4,"['tares', 'hotly', 'clout', 'pilot']","['YXXXX', 'XYYYX', 'XYYXG', 'GGGGG']","[78, 3, 1, 1]"
3,"['tares', 'towel', 'tweed']","['GXXGX', 'GXYGX', 'GGGGG']","[8, 2, 2]"
3,"['tares', 'motel', 'comet']","['YXXGX', 'YGYGX', 'GGGGG']","[14, 1, 1]"
5,"['tares', 'hilum', 'daunt', 'gaunt', 'jaunt']","['YGXXX', 'XXXYX', 'XGGGG', 'XGGGG', 'GGGGG']","[32, 4, 3, 2, 2]"
4,"['tares', 'glace', 'ahead', 'enema']","['XYXYX', 'XXYXY', 'YXGYX', 'GGGGG']","[81, 7, 1, 1]"
3,"['tares', 'beset', 'steed']","['YXXGY', 'XYYGY', 'GGGGG']","[11, 3, 3]"
2,"['tares', 'abyss']","['XYXXG', 'GGGGG']","[6, 6]"
3,"['tares', 'indol', 'growl']","['XXYXX', 'XXXYG', 'GGGGG']","[93, 2, 2]"
4,"['tares', 'nould', 'cling', 'fling']","['XXXXX', 'YXXYX', 'XGGGG', 'GGGGG']","[227, 7, 1, 1]"
5,"['tares', 'pelon', 'woken', 'coven', 'dozen']","['XXXGX', 'XYXYG', 'XGXGG', 'XGXGG', 'GGGGG']","[56, 5, 2, 1, 1]"
4,"['tares', 'nould', 'booby', 'boozy']","['XXXXX', 'XGXXX', 'GGGYG', 'GGGGG']","[227, 11, 1, 1]"
4,"['tares', 'cripe', 'drove', 'erode']","['XXYYX', 'XGXXG', 'YGGXG', 'GGGGG']","[57, 6, 1, 1]"
3,"['tares', 'culty', 'world']","['XXGXX', 'XXYXX', 'GGGGG']","[27, 1, 1]"
4,"['tares', 'cling', 'budge', 'gouge']","['XXXYX', 'XXXXY', 'XYXGG', 'GGGGG']","[147, 10, 1, 1]"
4,"['tares', 'nould', 'flick', 'click']","['XXXXX', 'XXXYX', 'XGGGG', 'GGGGG']","[227, 11, 1, 1]"
3,"['tares', 'brand', 'briar']","['XYYXX', 'GGYXX', 'GGGGG']","[70, 1, 1]"
2,"['tares', 'great']","['YYYYX', 'GGGGG']","[9, 9]"
3,"['tares', 'craft', 'altar']","['YYYXX', 'XYYXY', 'GGGGG']","[12, 2, 2]"
4,"['tares', 'nould', 'lumpy', 'pulpy']","['XXXXX', 'XXYYX', 'YGXGG', 'GGGGG']","[227, 7, 1, 1]"
3,"['tares', 'bruin', 'blurt']","['YXYXX', 'GYGXX', 'GGGGG']","[21, 1, 1]"
3,"['tares', 'clint', 'coast']","['YYXXY', 'GXXXG', 'GGGGG']","[23, 1, 1]"
4,"['tares', 'nould', 'dumpy', 'duchy']","['XXXXX', 'XXYXY', 'GGXXG', 'GGGGG']","[227, 6, 1, 1]"
3,"['tares', 'indol', 'groin']","['XXYXX', 'YYXYX', 'GGGGG']","[93, 3, 3]"
5,"['tares', 'dolci', 'ripen', 'fiber', 'fixer']","['XXYGX', 'XXXXY', 'YGXGX', 'GGXGG', 'GGGGG']","[96, 14, 3, 1, 1]"
4,"['tares', 'indol', 'croup', 'group']","['XXYXX', 'XXXYX', 'XGGGG', 'GGGGG']","[93, 9, 1, 1]"
3,"['tares', 'cripe', 'rogue']","['XXYYX', 'XYXXG', 'GGGGG']","[57, 7, 7]"
3,"['tares', 'chynd', 'badly']","['XGXXX', 'XXYXY', 'GGGGG']","[66, 8, 8]"
2,"['tares', 'smart']","['YYYXY', 'GGGGG']","[6, 6]"
3,"['tares', 'hotly', 'pithy']","['YXXXX', 'YXGXG', 'GGGGG']","[78, 1, 1]"
4,"['tares', 'chynd', 'badly', 'gaudy']","['XGXXX', 'XXYXY', 'XGYXG', 'GGGGG']","[66, 8, 1, 1]"
5,"['tares', 'nould', 'billy', 'chili', 'chill']","['XXXXX', 'XXXGX', 'XYYGX', 'GGGGY', 'GGGGG']","[227, 8, 2, 1, 1]"
3,"['tares', 'pence', 'heron']","['XXGYX', 'XGYXY', 'GGGGG']","[26, 3, 3]"
4,"['tares', 'alcid', 'dogma', 'vodka']","['XYXXX', 'YXXXY', 'YGXXG', 'GGGGG']","[98, 2, 1, 1]"
4,"['tares', 'dolci', 'ripen', 'finer']","['XXYGX', 'XXXXY', 'YGXGY', 'GGGGG']","[96, 14, 2, 2]"
5,"['tares', 'scree', 'shrew', 'siren', 'surer']","['XXGGY', 'GXGGY', 'GXGGX', 'GXGGX', 'GGGGG']","[6, 3, 2, 1, 1]"
3,"['tares', 'avion', 'radio']","['XGYXX', 'YXYYX', 'GGGGG']","[27, 1, 1]"
4,"['tares', 'cripe', 'rogue', 'rouge']","['XXYYX', 'XYXXG', 'GGYYG', 'GGGGG']","[57, 7, 1, 1]"
3,"['tares', 'pence', 'perch']","['XXGYX', 'GGXGY', 'GGGGG']","[26, 1, 1]"
3,"['tares', 'recut', 'retch']","['YXYYX', 'GGYXY', 'GGGGG']","[19, 1, 1]"
4,"['tares', 'recut', 'write', 'wrote']","['YXYYX', 'YYXXY', 'GGXGG', 'GGGGG']","[19, 3, 1, 1]"
4,"['tares', 'nould', 'block', 'clock']","['XXXXX', 'XYXYX', 'XGGGG', 'GGGGG']","[227, 7, 2, 2]"
3,"['tares', 'tithe', 'tilde']","['GXXYX', 'GGYXG', 'GGGGG']","[14, 1, 1]"
3,"['tares', 'crest', 'store']","['YXYYY', 'XYYYY', 'GGGGG']","[4, 1, 1]"
5,"['tares', 'cripe', 'probe', 'prone', 'prove']","['XXYYX', 'XGXYG', 'GGGXG', 'GGGXG', 'GGGGG']","[57, 5, 2, 1, 1]"
3,"['tares', 'indol', 'bring']","['XXYXX', 'YYXXX', 'GGGGG']","[93, 4, 4]"
3,"['tares', 'colin', 'solve']","['XXXYY', 'XGGXX', 'GGGGG']","[61, 1, 1]"
3,"['tares', 'clade', 'cheat']","['YYXYX', 'GXYXY', 'GGGGG']","[30, 1, 1]"
4,"['tares', 'cripe', 'bride', 'grime']","['XXYYX', 'XGGXG', 'XGGXG', 'GGGGG']","[57, 6, 2, 2]"
4,"['tares', 'elite', 'extol', 'exult']","['YXXYX', 'GYXYY', 'GGYXY', 'GGGGG']","[41, 2, 1, 1]"
4,"['tares', 'sewer', 'loser', 'usher']","['XXYGY', 'YYXGG', 'XXYGG', 'GGGGG']","[15, 5, 1, 1]"
4,"['tares', 'cling', 'beech', 'epoch']","['XXXYX', 'YXXXX', 'XYYGG', 'GGGGG']","[147, 4, 1, 1]"
3,"['tares', 'trail', 'triad']","['GYYXX', 'GGYYX', 'GGGGG']","[10, 1, 1]"
4,"['tares', 'crape', 'bread', 'break']","['XYYYX', 'XGYXY', 'GGGGX', 'GGGGG']","[54, 7, 1, 1]"
4,"['tares', 'indol', 'groin', 'rhino']","['XXYXX', 'YYXYX', 'XYYYY', 'GGGGG']","[93, 3, 1, 1]"
4,"['tares', 'moral', 'rural', 'viral']","['XYGXX', 'XXGGG', 'YXGGG', 'GGGGG']","[12, 2, 1, 1]"
4,"['tares', 'nould', 'conch', 'conic']","['XXXXX', 'YGXXX', 'GGGYX', 'GGGGG']","[227, 5, 1, 1]"
4,"['tares', 'lapse', 'cause', 'masse']","['XGXYY', 'XGXGG', 'XGXGG', 'GGGGG']","[7, 2, 1, 1]"
4,"['tares', 'nkosi', 'bison', 'sonic']","['XXXXY', 'YXYYY', 'XYYYY', 'GGGGG']","[94, 3, 1, 1]"
4,"['tares', 'acold', 'plait', 'vital']","['YYXXX', 'YXXYX', 'XYYYY', 'GGGGG']","[29, 3, 1, 1]"
3,"['tares', 'trade', 'trace']","['GYYYX', 'GGGXG', 'GGGGG']","[5, 1, 1]"
4,"['tares', 'nkosi', 'sling', 'using']","['XXXXY', 'YXXYY', 'YXGGG', 'GGGGG']","[94, 7, 1, 1]"
4,"['tares', 'glace', 'beach', 'peach']","['XYXYX', 'XXGGY', 'XGGGG', 'GGGGG']","[81, 2, 1, 1]"
4,"['tares', 'alcid', 'chaff', 'champ']","['XYXXX', 'YXYXX', 'GGGXX', 'GGGGG']","[98, 7, 1, 1]"
3,"['tares', 'hilum', 'baton']","['YGXXX', 'XXXXX', 'GGGGG']","[32, 5, 5]"
4,"['tares', 'crape', 'grade', 'brake']","['XYYYX', 'XGGXG', 'XGGXG', 'GGGGG']","[54, 7, 3, 3]"
4,"['tares', 'nould', 'clump', 'pluck']","['XXXXX', 'XXGYX', 'YGGXY', 'GGGGG']","[227, 7, 1, 1]"
5,"['tares', 'crape', 'crane', 'crave', 'craze']","['XYYYX', 'GGGXG', 'GGGXG', 'GGGXG', 'GGGGG']","[54, 3, 2, 1, 1]"
3,"['tares', 'cripe', 'gripe']","['XXYYX', 'XGGGG', 'GGGGG']","[57, 1, 1]"
4,"['tares', 'crape', 'ready', 'weary']","['XYYYX', 'XYGXY', 'YGGXG', 'GGGGG']","[54, 8, 1, 1]"
3,"['tares', 'nould', 'picky']","['XXXXX', 'XXXXX', 'GGGGG']","[227, 12, 12]"
3,"['tares', 'clade', 'acute']","['YYXYX', 'YXYXG', 'GGGGG']","[30, 1, 1]"
4,"['tares', 'pence', 'berry', 'ferry']","['XXGYX', 'XGXXY', 'XGGGG', 'GGGGG']","[26, 5, 2, 2]"
4,"['tares', 'shalm', 'abuse', 'aside']","['XYXYY', 'YXYXX', 'GXXYG', 'GGGGG']","[28, 3, 1, 1]"
2,"['tares', 'tapir']","['GGYXX', 'GGGGG']","[1, 1]"
3,"['tares', 'truck', 'troll']","['GXYXX', 'GGXXX', 'GGGGG']","[14, 2, 2]"
4,"['tares', 'nould', 'bunch', 'unify']","['XXXXX', 'YXYXX', 'XYYXX', 'GGGGG']","[227, 12, 2, 2]"
3,"['tares', 'cress', 'rebus']","['XXYYG', 'XYYYG', 'GGGGG']","[4, 1, 1]"
4,"['tares', 'moult', 'foist', 'boost']","['YXXXY', 'XGXXG', 'XGXGG', 'GGGGG']","[55, 5, 1, 1]"
2,"['tares', 'truss']","['GXYXG', 'GGGGG']","[1, 1]"
4,"['tares', 'colin', 'guise', 'siege']","['XXXYY', 'XXXYX', 'YXYYG', 'GGGGG']","[61, 6, 1, 1]"
3,"['tares', 'tried', 'tiger']","['GXYGX', 'GYYGX', 'GGGGG']","[6, 2, 2]"
4,"['tares', 'chynd', 'mango', 'banal']","['XGXXX', 'XXXYX', 'XGGXX', 'GGGGG']","[66, 8, 1, 1]"
3,"['tares', 'nkosi', 'slump']","['XXXXY', 'XXXYX', 'GGGGG']","[94, 7, 7]"
3,"['tares', 'brand', 'crank']","['XYYXX', 'XGGGX', 'GGGGG']","[70, 3, 3]"
4,"['tares', 'pence', 'forge', 'gorge']","['XXGYX', 'XYXXG', 'XGGGG', 'GGGGG']","[26, 4, 1, 1]"
4,"['tares', 'cripe', 'demur', 'query']","['XXYYX', 'XYXXY', 'XYXYY', 'GGGGG']","[57, 7, 1, 1]"
3,"['tares', 'indol', 'drink']","['XXYXX', 'YYYXX', 'GGGGG']","[93, 2, 2]"
4,"['tares', 'avion', 'valor', 'favor']","['XGYXX', 'YYXGX', 'YGXGG', 'GGGGG']","[27, 3, 1, 1]"
3,"['tares', 'abled', 'abbey']","['XYXGX', 'GGXGX', 'GGGGG']","[7, 1, 1]"
4,"['tares', 'talon', 'taint', 'tangy']","['GGXXX', 'GGXXY', 'GGXYY', 'GGGGG']","[13, 4, 1, 1]"
4,"['tares', 'chynd', 'manic', 'panic']","['XGXXX', 'YXXYX', 'XGGGG', 'GGGGG']","[66, 3, 1, 1]"
3,"['tares', 'crash', 'solar']","['XYYXY', 'XYYYX', 'GGGGG']","[15, 3, 3]"
3,"['tares', 'prose', 'shire']","['XXYYY', 'XYXYG', 'GGGGG']","[14, 1, 1]"
4,"['tares', 'indol', 'croup', 'proxy']","['XXYXX', 'XXXYX', 'XGGXY', 'GGGGG']","[93, 9, 1, 1]"
5,"['tares', 'hotly', 'count', 'joint', 'point']","['YXXXX', 'XGYXX', 'XGXGG', 'XGGGG', 'GGGGG']","[78, 7, 2, 1, 1]"
3,"['tares', 'bruin', 'robot']","['YXYXX', 'YYXXX', 'GGGGG']","[21, 1, 1]"
4,"['tares', 'indol', 'chirp', 'prick']","['XXYXX', 'YXXXX', 'YXGYY', 'GGGGG']","[93, 8, 1, 1]"
4,"['tares', 'cling', 'mince', 'wince']","['XXXYX', 'YXYYX', 'XGGGG', 'GGGGG']","[147, 4, 1, 1]"
4,"['tares', 'indol', 'chirp', 'crimp']","['XXYXX', 'YXXXX', 'GXGYG', 'GGGGG']","[93, 8, 1, 1]"
