steps,words,feedback,ncands
4,"['dares', 'count', 'flick', 'mimic']","['XXXXX', 'YXXXX', 'XXYYX', 'GGGGG']","[257, 5, 1, 1]"
7,"['dares', 'would', 'bound', 'found', 'hound', 'mound', 'pound']","['YXXXX', 'XGGXG', 'XGGGG', 'XGGGG', 'XGGGG', 'XGGGG', 'GGGGG']","[46, 5, 4, 3, 2, 1, 1]"
4,"['dares', 'cyton', 'gamma', 'maxim']","['XGXXX', 'XXXXX', 'XGYYY', 'GGGGG']","[94, 8, 1, 1]"
5,"['dares', 'timon', 'given', 'liken', 'linen']","['XXXGX', 'XGXXG', 'XGXGG', 'GGXGG', 'GGGGG']","[59, 4, 2, 1, 1]"
3,"['dares', 'timon', 'unmet']","['XXXGX', 'YXGXY', 'GGGGG']","[59, 1, 1]"
3,"['dares', 'point', 'flesh']","['XXXYY', 'XXXXX', 'GGGGG']","[84, 8, 8]"
4,"['dares', 'count', 'wooly', 'booby']","['XXXXX', 'XGXXX', 'XGGXG', 'GGGGG']","[257, 18, 3, 3]"
3,"['dares', 'couth', 'forth']","['XXGXX', 'XGXGG', 'GGGGG']","[37, 3, 3]"
3,"['dares', 'burst', 'first']","['XXGXY', 'XXGGG', 'GGGGG']","[14, 2, 2]"
3,"['dares', 'staid', 'stand']","['YYXXY', 'GGGXG', 'GGGGG']","[5, 1, 1]"
5,"['dares', 'clint', 'below', 'belle', 'belly']","['XXXYX', 'XYXXX', 'GGGXX', 'GGGGY', 'GGGGG']","[151, 12, 2, 1, 1]"
4,"['dares', 'griot', 'choir', 'ivory']","['XXYXX', 'XYYYX', 'XXGYY', 'GGGGG']","[101, 4, 1, 1]"
3,"['dares', 'slide', 'seedy']","['YXXYY', 'GXXGY', 'GGGGG']","[4, 1, 1]"
3,"['dares', 'griot', 'print']","['XXYXX', 'XGGXG', 'GGGGG']","[101, 1, 1]"
4,"['dares', 'clart', 'weary', 'yearn']","['XYYYX', 'XXGGX', 'XGGGY', 'GGGGG']","[54, 4, 1, 1]"
3,"['dares', 'drawn', 'drain']","['GYYXX', 'GGGXG', 'GGGGG']","[8, 1, 1]"
4,"['dares', 'picot', 'brine', 'bribe']","['XXYYX', 'XYXXX', 'GGGXG', 'GGGGG']","[71, 5, 1, 1]"
6,"['dares', 'thiol', 'stony', 'stock', 'stomp', 'stout']","['XXXXY', 'YXXYX', 'GGGXX', 'GGGXX', 'GGGXX', 'GGGGG']","[141, 11, 3, 2, 1, 1]"
3,"['dares', 'navel', 'panel']","['XGXGX', 'YGXGG', 'GGGGG']","[19, 1, 1]"
3,"['dares', 'brass', 'crass']","['XYYXG', 'XGGGG', 'GGGGG']","[3, 2, 2]"
4,"['dares', 'clint', 'bloke', 'flume']","['XXXYX', 'XGXXX', 'XGXXG', 'GGGGG']","[151, 9, 2, 2]"
4,"['dares', 'colin', 'aloft', 'offal']","['XYXXX', 'XYYXX', 'YYYYX', 'GGGGG']","[118, 8, 1, 1]"
2,"['dares', 'agree']","['XYGGX', 'GGGGG']","[1, 1]"
3,"['dares', 'ponce', 'error']","['XXGYX', 'XYXXY', 'GGGGG']","[25, 1, 1]"
4,"['dares', 'thorp', 'smirk', 'swirl']","['XXYXY', 'XXXGX', 'GXGGX', 'GGGGG']","[34, 2, 1, 1]"
4,"['dares', 'clart', 'break', 'argue']","['XYYYX', 'XXYYX', 'XGYYX', 'GGGGG']","[54, 8, 1, 1]"
3,"['dares', 'widen', 'bleed']","['YXXGX', 'XXYGX', 'GGGGG']","[14, 3, 3]"
3,"['dares', 'delay', 'delta']","['GYXYX', 'GGGYX', 'GGGGG']","[6, 1, 1]"
3,"['dares', 'count', 'flick']","['XXXXX', 'YXXXX', 'GGGGG']","[257, 5, 5]"
3,"['dares', 'timon', 'totem']","['XXXGX', 'GXYYX', 'GGGGG']","[59, 1, 1]"
4,"['dares', 'pilot', 'mower', 'wooer']","['XXYGX', 'XXXYX', 'XGYGG', 'GGGGG']","[87, 16, 1, 1]"
3,"['dares', 'griot', 'front']","['XXYXX', 'XGXYG', 'GGGGG']","[101, 2, 2]"
4,"['dares', 'burst', 'scrub', 'shrub']","['XXGXY', 'YYGYX', 'GXGGG', 'GGGGG']","[14, 2, 1, 1]"
3,"['dares', 'party', 'parry']","['XGGXX', 'GGGXG', 'GGGGG']","[16, 1, 1]"
4,"['dares', 'clint', 'equip', 'biome']","['XXXYX', 'XXYXX', 'YXXYX', 'GGGGG']","[151, 6, 1, 1]"
4,"['dares', 'navel', 'label', 'lapel']","['XGXGX', 'XGXGG', 'GGXGG', 'GGGGG']","[19, 5, 1, 1]"
4,"['dares', 'spalt', 'smart', 'start']","['XYYXY', 'GXGXG', 'GXGGG', 'GGGGG']","[21, 2, 1, 1]"
3,"['dares', 'pilot', 'greet']","['XXYGX', 'XXXXG', 'GGGGG']","[87, 1, 1]"
7,"['dares', 'pilot', 'mower', 'rover', 'boxer', 'foyer', 'goner']","['XXYGX', 'XXXYX', 'XGXGG', 'YGXGG', 'XGXGG', 'XGXGG', 'GGGGG']","[87, 16, 8, 4, 3, 2, 2]"
3,"['dares', 'timon', 'golem']","['XXXGX', 'XXYYX', 'GGGGG']","[59, 1, 1]"
3,"['dares', 'thiol', 'lusty']","['XXXXY', 'YXXXY', 'GGGGG']","[141, 1, 1]"
4,"['dares', 'count', 'wooly', 'loopy']","['XXXXX', 'XGXXX', 'XGGYG', 'GGGGG']","[257, 18, 1, 1]"
3,"['dares', 'chord', 'round']","['YXYXX', 'XXYYG', 'GGGGG']","[14, 1, 1]"
4,"['dares', 'avoid', 'admin', 'audit']","['YYXXX', 'GXXGY', 'GYXGX', 'GGGGG']","[19, 3, 1, 1]"
4,"['dares', 'count', 'fling', 'lying']","['XXXXX', 'XXXGX', 'XYGGG', 'GGGGG']","[257, 6, 1, 1]"
3,"['dares', 'cyton', 'gamma']","['XGXXX', 'XXXXX', 'GGGGG']","[94, 8, 8]"
3,"['dares', 'pylon', 'labor']","['XGYXX', 'XXYGX', 'GGGGG']","[22, 1, 1]"
3,"['dares', 'sleet', 'islet']","['XXXGY', 'YYYGG', 'GGGGG']","[20, 1, 1]"
4,"['dares', 'count', 'click', 'civic']","['XXXXX', 'GXXXX', 'GXYYX', 'GGGGG']","[257, 8, 1, 1]"
3,"['dares', 'ponce', 'forge']","['XXGYX', 'XGXXG', 'GGGGG']","[25, 3, 3]"
3,"['dares', 'couth', 'corny']","['XXGXX', 'GGXXX', 'GGGGG']","[37, 1, 1]"
3,"['dares', 'count', 'moult']","['XXXXX', 'XGGXG', 'GGGGG']","[257, 1, 1]"
3,"['dares', 'pylon', 'basic']","['XGXXY', 'XXXXX', 'GGGGG']","[30, 2, 2]"
3,"['dares', 'sadly', 'salad']","['YGXXY', 'GGYYX', 'GGGGG']","[3, 1, 1]"
4,"['dares', 'plant', 'abate', 'agate']","['XYXYX', 'XXGXY', 'GXGGG', 'GGGGG']","[89, 6, 1, 1]"
4,"['dares', 'thiol', 'spiny', 'spicy']","['XXXXY', 'XXGXX', 'GGGXG', 'GGGGG']","[141, 9, 2, 2]"
3,"['dares', 'scrap', 'spray']","['XYGXY', 'GXGGY', 'GGGGG']","[6, 1, 1]"
4,"['dares', 'spalt', 'abuse', 'essay']","['XYXYY', 'YXYXX', 'YXXYY', 'GGGGG']","[40, 3, 1, 1]"
3,"['dares', 'chord', 'fjord']","['YXYXX', 'XXGGG', 'GGGGG']","[14, 1, 1]"
3,"['dares', 'slide', 'spend']","['YXXYY', 'GXXYY', 'GGGGG']","[4, 1, 1]"
4,"['dares', 'plant', 'above', 'kebab']","['XYXYX', 'XXYXX', 'YYXXY', 'GGGGG']","[89, 5, 1, 1]"
4,"['dares', 'would', 'build', 'guild']","['YXXXX', 'XXYGG', 'XGGGG', 'GGGGG']","[46, 2, 1, 1]"
3,"['dares', 'colin', 'aback']","['XYXXX', 'YXXXX', 'GGGGG']","[118, 3, 3]"
3,"['dares', 'griot', 'motor']","['XXYXX', 'XYXGY', 'GGGGG']","[101, 4, 4]"
3,"['dares', 'plant', 'alone']","['XYXYX', 'XGYGX', 'GGGGG']","[89, 1, 1]"
4,"['dares', 'cyton', 'batch', 'hatch']","['XGXXX', 'YXGXX', 'XGGGG', 'GGGGG']","[94, 6, 5, 5]"
3,"['dares', 'pilot', 'hyper']","['XXYGX', 'YXXXX', 'GGGGG']","[87, 4, 4]"
3,"['dares', 'count', 'thumb']","['XXXXX', 'XXGXY', 'GGGGG']","[257, 2, 2]"
3,"['dares', 'drool', 'dowry']","['GXYXX', 'GYYYX', 'GGGGG']","[13, 1, 1]"
4,"['dares', 'count', 'flout', 'ought']","['XXXXX', 'XYYXG', 'XXYYG', 'GGGGG']","[257, 2, 1, 1]"
3,"['dares', 'clint', 'belch']","['XXXYX', 'YYXXX', 'GGGGG']","[151, 3, 3]"
3,"['dares', 'lough', 'dutch']","['GXXXX', 'XXYXG', 'GGGGG']","[23, 1, 1]"
3,"['dares', 'count', 'pilot']","['XXXXX', 'XYXXG', 'GGGGG']","[257, 3, 3]"
3,"['dares', 'widen', 'tweed']","['YXXGX', 'YXYGX', 'GGGGG']","[14, 1, 1]"
3,"['dares', 'timon', 'comet']","['XXXGX', 'YXGYX', 'GGGGG']","[59, 1, 1]"
6,"['dares', 'cyton', 'taint', 'gaunt', 'haunt', 'jaunt']","['XGXXX', 'XXYXY', 'YGXGG', 'XGGGG', 'XGGGG', 'GGGGG']","[94, 8, 4, 3, 2, 2]"
5,"['dares', 'plant', 'began', 'anime', 'enema']","['XYXYX', 'XXYYX', 'XYXYY', 'YGXGY', 'GGGGG']","[89, 5, 2, 1, 1]"
3,"['dares', 'speed', 'steed']","['YXXGY', 'GXGGG', 'GGGGG']","[5, 1, 1]"
3,"['dares', 'amass', 'abyss']","['XYXXG', 'GXYGG', 'GGGGG']","[6, 1, 1]"
3,"['dares', 'griot', 'growl']","['XXYXX', 'GGXYX', 'GGGGG']","[101, 3, 3]"
3,"['dares', 'count', 'fling']","['XXXXX', 'XXXGX', 'GGGGG']","[257, 6, 6]"
4,"['dares', 'dopey', 'dowel', 'dozen']","['GXXGX', 'GGXGX', 'GGXGX', 'GGGGG']","[5, 2, 1, 1]"
5,"['dares', 'count', 'wooly', 'booby', 'boozy']","['XXXXX', 'XGXXX', 'XGGXG', 'GGGYG', 'GGGGG']","[257, 18, 3, 1, 1]"
4,"['dares', 'pride', 'crude', 'erode']","['YXYYX', 'XGXGG', 'XGXGG', 'GGGGG']","[10, 2, 1, 1]"
3,"['dares', 'lurid', 'world']","['YXGXX', 'YXGXG', 'GGGGG']","[3, 1, 1]"
3,"['dares', 'clint', 'gouge']","['XXXYX', 'XXXXX', 'GGGGG']","[151, 10, 10]"
3,"['dares', 'count', 'click']","['XXXXX', 'GXXXX', 'GGGGG']","[257, 8, 8]"
4,"['dares', 'clart', 'arbor', 'briar']","['XYYXX', 'XXYYX', 'YGYXG', 'GGGGG']","[71, 11, 1, 1]"
3,"['dares', 'clart', 'great']","['XYYYX', 'XXYYG', 'GGGGG']","[54, 2, 2]"
3,"['dares', 'clart', 'altar']","['XYYXX', 'XGYYY', 'GGGGG']","[71, 1, 1]"
4,"['dares', 'count', 'lumpy', 'pulpy']","['XXXXX', 'XXYXX', 'YGXGG', 'GGGGG']","[257, 17, 1, 1]"
3,"['dares', 'griot', 'blurt']","['XXYXX', 'XYXXG', 'GGGGG']","[101, 1, 1]"
4,"['dares', 'shalt', 'boast', 'coast']","['XYXXY', 'YXGXG', 'XGGGG', 'GGGGG']","[63, 3, 2, 2]"
3,"['dares', 'lough', 'duchy']","['GXXXX', 'XXYXY', 'GGGGG']","[23, 1, 1]"
3,"['dares', 'griot', 'groin']","['XXYXX', 'GGYYX', 'GGGGG']","[101, 1, 1]"
5,"['dares', 'pilot', 'finer', 'fiber', 'fixer']","['XXYGX', 'XGXXX', 'GGXGG', 'GGXGG', 'GGGGG']","[87, 7, 2, 1, 1]"
4,"['dares', 'griot', 'growl', 'group']","['XXYXX', 'GGXYX', 'GGGXX', 'GGGGG']","[101, 3, 1, 1]"
4,"['dares', 'picot', 'broke', 'rogue']","['XXYYX', 'XXXYX', 'XYYXG', 'GGGGG']","[71, 6, 2, 2]"
2,"['dares', 'badly']","['YGXXX', 'GGGGG']","[11, 11]"
3,"['dares', 'spalt', 'smart']","['XYYXY', 'GXGXG', 'GGGGG']","[21, 2, 2]"
4,"['dares', 'count', 'bitty', 'pithy']","['XXXXX', 'XXXXY', 'XGGYG', 'GGGGG']","[257, 9, 1, 1]"
4,"['dares', 'badly', 'candy', 'gaudy']","['YGXXX', 'XGYXG', 'XGXGG', 'GGGGG']","[11, 3, 1, 1]"
5,"['dares', 'count', 'click', 'chili', 'chill']","['XXXXX', 'GXXXX', 'GYGYX', 'GGGGY', 'GGGGG']","[257, 8, 2, 1, 1]"
3,"['dares', 'ponce', 'heron']","['XXGYX', 'XYYXY', 'GGGGG']","[25, 1, 1]"
3,"['dares', 'avoid', 'vodka']","['YYXXX', 'YYYXY', 'GGGGG']","[19, 1, 1]"
3,"['dares', 'pilot', 'finer']","['XXYGX', 'XGXXX', 'GGGGG']","[87, 7, 7]"
5,"['dares', 'scree', 'shrew', 'siren', 'surer']","['XXGGY', 'GXGGY', 'GXGGX', 'GXGGX', 'GGGGG']","[6, 3, 2, 1, 1]"
3,"['dares', 'radii', 'radio']","['YGYXX', 'GGGGY', 'GGGGG']","[7, 1, 1]"
5,"['dares', 'picot', 'broke', 'rogue', 'rouge']","['XXYYX', 'XXXYX', 'XYYXG', 'GGYYG', 'GGGGG']","[71, 6, 2, 1, 1]"
3,"['dares', 'ponce', 'perch']","['XXGYX', 'GXXGY', 'GGGGG']","[25, 1, 1]"
3,"['dares', 'picot', 'retch']","['XXYYX', 'XXYXY', 'GGGGG']","[71, 2, 2]"
4,"['dares', 'picot', 'route', 'wrote']","['XXYYX', 'XXXYY', 'YYXGG', 'GGGGG']","[71, 5, 1, 1]"
4,"['dares', 'count', 'chock', 'clock']","['XXXXX', 'GYXXX', 'GXGGG', 'GGGGG']","[257, 2, 1, 1]"
3,"['dares', 'tuile', 'tilde']","['YXXYX', 'GXYYG', 'GGGGG']","[32, 1, 1]"
6,"['dares', 'spire', 'score', 'shore', 'snore', 'store']","['XXYYY', 'GXXGG', 'GXGGG', 'GXGGG', 'GXGGG', 'GGGGG']","[18, 5, 4, 3, 2, 2]"
5,"['dares', 'picot', 'probe', 'prone', 'prove']","['XXYYX', 'GXXYX', 'GGGXG', 'GGGXG', 'GGGGG']","[71, 3, 2, 1, 1]"
3,"['dares', 'griot', 'bring']","['XXYXX', 'YGGXX', 'GGGGG']","[101, 2, 2]"
4,"['dares', 'point', 'loose', 'solve']","['XXXYY', 'XGXXX', 'YGYYG', 'GGGGG']","[84, 7, 1, 1]"
3,"['dares', 'plant', 'cheat']","['XYXYX', 'XXYXG', 'GGGGG']","[89, 3, 3]"
4,"['dares', 'picot', 'brine', 'grime']","['XXYYX', 'XYXXX', 'XGGXG', 'GGGGG']","[71, 5, 1, 1]"
3,"['dares', 'clint', 'exult']","['XXXYX', 'XYXXG', 'GGGGG']","[151, 1, 1]"
4,"['dares', 'sower', 'ester', 'usher']","['XXYGY', 'YXXGG', 'YGXGG', 'GGGGG']","[18, 4, 1, 1]"
4,"['dares', 'clint', 'beech', 'epoch']","['XXXYX', 'YXXXX', 'XYYGG', 'GGGGG']","[151, 3, 1, 1]"
3,"['dares', 'brand', 'triad']","['YYYXX', 'XGYXG', 'GGGGG']","[13, 1, 1]"
3,"['dares', 'clart', 'break']","['XYYYX', 'XXYYX', 'GGGGG']","[54, 8, 8]"
3,"['dares', 'griot', 'rhino']","['XXYXX', 'XYGYX', 'GGGGG']","[101, 1, 1]"
4,"['dares', 'moral', 'rural', 'viral']","['XYGXX', 'XXGGG', 'YXGGG', 'GGGGG']","[12, 2, 1, 1]"
4,"['dares', 'count', 'conch', 'conic']","['XXXXX', 'GGXYX', 'GGGYX', 'GGGGG']","[257, 3, 1, 1]"
4,"['dares', 'pause', 'false', 'masse']","['XGXYY', 'XGXGG', 'XGXGG', 'GGGGG']","[14, 2, 1, 1]"
4,"['dares', 'thiol', 'kiosk', 'sonic']","['XXXXY', 'XXYYX', 'XYYYX', 'GGGGG']","[141, 2, 1, 1]"
4,"['dares', 'colin', 'alibi', 'vital']","['XYXXX', 'XXYYX', 'YYYXY', 'GGGGG']","[118, 3, 1, 1]"
3,"['dares', 'clart', 'trace']","['XYYYX', 'YXGYY', 'GGGGG']","[54, 1, 1]"
4,"['dares', 'thiol', 'spiny', 'using']","['XXXXY', 'XXGXX', 'YXGGX', 'GGGGG']","[141, 9, 1, 1]"
4,"['dares', 'plant', 'peace', 'peach']","['XYXYX', 'GXGXX', 'GGGGY', 'GGGGG']","[89, 2, 1, 1]"
4,"['dares', 'colin', 'chaff', 'champ']","['XYXXX', 'GXXXX', 'GGGXX', 'GGGGG']","[118, 2, 1, 1]"
3,"['dares', 'cyton', 'baton']","['XGXXX', 'XXGGG', 'GGGGG']","[94, 1, 1]"
4,"['dares', 'clart', 'grave', 'brake']","['XYYYX', 'XXGYX', 'XGGXG', 'GGGGG']","[54, 6, 2, 2]"
3,"['dares', 'count', 'pluck']","['XXXXX', 'YXGXX', 'GGGGG']","[257, 1, 1]"
5,"['dares', 'clart', 'crane', 'crave', 'craze']","['XYYYX', 'GXGYX', 'GGGXG', 'GGGXG', 'GGGGG']","[54, 3, 2, 1, 1]"
3,"['dares', 'picot', 'gripe']","['XXYYX', 'YYXXX', 'GGGGG']","[71, 1, 1]"
3,"['dares', 'clart', 'weary']","['XYYYX', 'XXGGX', 'GGGGG']","[54, 4, 4]"
4,"['dares', 'count', 'flick', 'picky']","['XXXXX', 'YXXXX', 'XXYYY', 'GGGGG']","[257, 5, 1, 1]"
3,"['dares', 'plant', 'acute']","['XYXYX', 'XXYXY', 'GGGGG']","[89, 3, 3]"
4,"['dares', 'ponce', 'berry', 'ferry']","['XXGYX', 'XXXXY', 'XGGGG', 'GGGGG']","[25, 6, 2, 2]"
3,"['dares', 'sedan', 'aside']","['YYXYY', 'YYYYX', 'GGGGG']","[5, 1, 1]"
3,"['dares', 'pylon', 'tapir']","['XGYXX', 'YXXXX', 'GGGGG']","[22, 1, 1]"
4,"['dares', 'griot', 'broth', 'troll']","['XXYXX', 'XGXYY', 'XGGYX', 'GGGGG']","[101, 3, 1, 1]"
4,"['dares', 'count', 'fungi', 'unify']","['XXXXX', 'XXYYX', 'YYYXY', 'GGGGG']","[257, 5, 1, 1]"
3,"['dares', 'cress', 'rebus']","['XXYYG', 'XYYYG', 'GGGGG']","[3, 1, 1]"
4,"['dares', 'thiol', 'stony', 'boost']","['XXXXY', 'YXXYX', 'YYGXX', 'GGGGG']","[141, 11, 1, 1]"
3,"['dares', 'cross', 'truss']","['XXYXG', 'XGXGG', 'GGGGG']","[3, 1, 1]"
3,"['dares', 'point', 'siege']","['XXXYY', 'XXYXX', 'GGGGG']","[84, 4, 4]"
3,"['dares', 'pilot', 'tiger']","['XXYGX', 'XGXXY', 'GGGGG']","[87, 2, 2]"
4,"['dares', 'cyton', 'manga', 'banal']","['XGXXX', 'XXXXY', 'XGGXY', 'GGGGG']","[94, 5, 1, 1]"
4,"['dares', 'thiol', 'slunk', 'slump']","['XXXXY', 'XXXXY', 'GGGXX', 'GGGGG']","[141, 7, 1, 1]"
4,"['dares', 'clart', 'crack', 'crank']","['XYYXX', 'GXGYX', 'GGGYG', 'GGGGG']","[71, 5, 1, 1]"
4,"['dares', 'ponce', 'forge', 'gorge']","['XXGYX', 'XGXXG', 'XGGGG', 'GGGGG']","[25, 3, 1, 1]"
4,"['dares', 'picot', 'lemur', 'query']","['XXYYX', 'XXXXX', 'XYXYY', 'GGGGG']","[71, 9, 1, 1]"
4,"['dares', 'drool', 'drift', 'drink']","['GXYXX', 'GGXXX', 'GGGXX', 'GGGGG']","[13, 4, 1, 1]"
3,"['dares', 'pylon', 'favor']","['XGYXX', 'XXXGX', 'GGGGG']","[22, 3, 3]"
3,"['dares', 'angel', 'abbey']","['XYXGX', 'GXXGX', 'GGGGG']","[6, 1, 1]"
3,"['dares', 'cyton', 'tangy']","['XGXXX', 'XYYXY', 'GGGGG']","[94, 2, 2]"
4,"['dares', 'cyton', 'manic', 'panic']","['XGXXX', 'YXXXY', 'XGGGG', 'GGGGG']","[94, 2, 1, 1]"
3,"['dares', 'spalt', 'solar']","['XYYXY', 'GXYYX', 'GGGGG']","[21, 1, 1]"
3,"['dares', 'spire', 'shire']","['XXYYY', 'GXGGG', 'GGGGG']","[18, 1, 1]"
4,"['dares', 'griot', 'crony', 'proxy']","['XXYXX', 'XGXYX', 'XGGXG', 'GGGGG']","[101, 9, 1, 1]"
4,"['dares', 'count', 'joint', 'point']","['XXXXX', 'XGXGG', 'XGGGG', 'GGGGG']","[257, 2, 1, 1]"
3,"['dares', 'griot', 'robot']","['XXYXX', 'XYXGG', 'GGGGG']","[101, 1, 1]"
3,"['dares', 'griot', 'prick']","['XXYXX', 'XGGXX', 'GGGGG']","[101, 9, 9]"
4,"['dares', 'clint', 'mince', 'wince']","['XXXYX', 'YXYYX', 'XGGGG', 'GGGGG']","[151, 4, 1, 1]"
4,"['dares', 'griot', 'prick', 'crimp']","['XXYXX', 'XGGXX', 'YGGYX', 'GGGGG']","[101, 9, 1, 1]"
4,"['dares', 'count', 'blown', 'knoll']","['XXXXX', 'XYXYX', 'XYGXY', 'GGGGG']","[257, 9, 1, 1]"
4,"['dares', 'spalt', 'sonar', 'sugar']","['XYYXY', 'GXYXX', 'GXXGG', 'GGGGG']","[21, 2, 1, 1]"
5,"['dares', 'colin', 'aback', 'quack', 'whack']","['XYXXX', 'YXXXX', 'YXGGG', 'XXGGG', 'GGGGG']","[118, 3, 2, 1, 1]"
3,"['dares', 'count', 'mount']","['XXXXX', 'XGGGG', 'GGGGG']","[257, 1, 1]"
