,steps,words,feedback,ncands
32,4,"['lares', 'belle', 'welch', 'helix']","['YXXYX', 'XGGYY', 'XGGXY', 'GGGGG']","[63, 4, 1, 1]"
33,5,"['lares', 'drama', 'urban', 'friar', 'croak']","['XYYXX', 'XGYXY', 'XGXGX', 'XGXGY', 'GGGGG']","[74, 7, 2, 1, 1]"
34,3,"['lares', 'stash', 'staff']","['XYXXY', 'GGGYX', 'GGGGG']","[44, 7, 7]"
35,5,"['lares', 'rarer', 'eater', 'gayer', 'paper']","['XGYGX', 'YGYGG', 'YGXGG', 'XGXGG', 'GGGGG']","[22, 19, 11, 6, 6]"
36,6,"['lares', 'tenet', 'woven', 'index', 'kneed', 'unfed']","['XXXGX', 'XYYGX', 'XXXGY', 'XGYGX', 'XGYGG', 'GGGGG']","[44, 14, 3, 2, 1, 1]"
37,6,"['lares', 'belle', 'field', 'quell', 'knelt', 'whelp']","['YXXYX', 'XYYGY', 'XXGGX', 'XXGGY', 'XXGGX', 'GGGGG']","[63, 9, 3, 2, 1, 1]"
38,3,"['lares', 'trail', 'trawl']","['YYYXX', 'GGGXG', 'GGGGG']","[17, 1, 1]"
39,4,"['lares', 'ponty', 'ought', 'outdo']","['XXXXX', 'XYXYX', 'GGXXY', 'GGGGG']","[205, 5, 1, 1]"
40,3,"['lares', 'abate', 'adobe']","['XYXYX', 'GYYXG', 'GGGGG']","[59, 1, 1]"
41,5,"['lares', 'drama', 'trank', 'graph', 'crazy']","['XYYXX', 'XGGXY', 'XGGXX', 'XGGXX', 'GGGGG']","[74, 21, 4, 2, 2]"
42,6,"['lares', 'riser', 'super', 'sheer', 'sewer', 'sower']","['XXYGY', 'YXYGG', 'GXXGG', 'GXYGG', 'GYGGG', 'GGGGG']","[17, 10, 7, 4, 1, 1]"
43,4,"['lares', 'erase', 'opera', 'repay']","['XYYYX', 'YYYXY', 'XYYYY', 'GGGGG']","[56, 9, 2, 2]"
44,4,"['lares', 'ponty', 'hitch', 'digit']","['XXXXX', 'XXXYX', 'XGYXX', 'GGGGG']","[205, 16, 2, 2]"
45,6,"['lares', 'erase', 'grace', 'crane', 'craze', 'crate']","['XYYYX', 'YGGXG', 'XGGYG', 'GGGXG', 'GGGXG', 'GGGGG']","[56, 19, 4, 3, 2, 2]"
46,4,"['lares', 'folly', 'clink', 'cluck']","['YXXXX', 'XXYYX', 'GGXXG', 'GGGGG']","[102, 21, 1, 1]"
47,4,"['lares', 'sense', 'spoke', 'spike']","['XXXYY', 'GYXYG', 'GGXGG', 'GGGGG']","[67, 14, 1, 1]"
48,5,"['lares', 'ponty', 'which', 'civic', 'mimic']","['XXXXX', 'XXXXX', 'XXYYX', 'YGXGG', 'GGGGG']","[205, 10, 3, 1, 1]"
49,3,"['lares', 'ponty', 'pound']","['XXXXX', 'GGYXX', 'GGGGG']","[205, 1, 1]"
50,4,"['lares', 'canny', 'mamma', 'maxim']","['XGXXX', 'XGXXX', 'GGYYY', 'GGGGG']","[85, 15, 2, 2]"
51,3,"['lares', 'level', 'linen']","['GXXGX', 'GYXGY', 'GGGGG']","[5, 3, 3]"
52,3,"['lares', 'tenet', 'unmet']","['XXXGX', 'YYYGG', 'GGGGG']","[44, 1, 1]"
53,3,"['lares', 'smell', 'flesh']","['YXXYY', 'YXGYY', 'GGGGG']","[20, 1, 1]"
54,4,"['lares', 'ponty', 'goody', 'booby']","['XXXXX', 'XGXXG', 'XGGXG', 'GGGGG']","[205, 14, 3, 3]"
55,4,"['lares', 'worry', 'north', 'forth']","['XXGXX', 'XGGYX', 'XGGGG', 'GGGGG']","[33, 8, 1, 1]"
56,3,"['lares', 'strut', 'first']","['XXGXY', 'YYGXG', 'GGGGG']","[13, 2, 2]"
57,4,"['lares', 'stash', 'staff', 'stand']","['XYXXY', 'GGGYX', 'GGGXX', 'GGGGG']","[44, 7, 6, 6]"
58,3,"['lares', 'belle', 'belly']","['YXXYX', 'GGGGY', 'GGGGG']","[63, 1, 1]"
59,4,"['lares', 'prior', 'robin', 'ivory']","['XXYXX', 'XYYYY', 'YYXYX', 'GGGGG']","[106, 4, 2, 2]"
60,4,"['lares', 'sense', 'setup', 'seedy']","['XXXYY', 'GGXYY', 'GGXXX', 'GGGGG']","[67, 2, 1, 1]"
61,3,"['lares', 'prior', 'print']","['XXYXX', 'GGGXY', 'GGGGG']","[106, 3, 3]"
62,6,"['lares', 'erase', 'heart', 'beard', 'weary', 'yearn']","['XYYYX', 'YYGXY', 'XGGGX', 'XGGGX', 'XGGGY', 'GGGGG']","[56, 10, 4, 3, 1, 1]"
63,5,"['lares', 'drama', 'draft', 'drawn', 'drain']","['XYYXX', 'GGGXY', 'GGGXX', 'GGGXG', 'GGGGG']","[74, 4, 3, 1, 1]"
64,3,"['lares', 'crepe', 'bribe']","['XXYYX', 'XGYXG', 'GGGGG']","[81, 18, 18]"
65,5,"['lares', 'sissy', 'stoop', 'stock', 'stout']","['XXXXY', 'GXYYX', 'GGGYX', 'GGGXX', 'GGGGG']","[114, 38, 2, 1, 1]"
66,2,"['lares', 'panel']","['YGXGX', 'GGGGG']","[7, 7]"
67,4,"['lares', 'grass', 'brass', 'crass']","['XYYXG', 'XGGGG', 'XGGGG', 'GGGGG']","[3, 2, 1, 1]"
68,5,"['lares', 'belle', 'elude', 'flute', 'flume']","['YXXYX', 'XYYYG', 'YGGXG', 'GGGXG', 'GGGGG']","[63, 13, 4, 2, 2]"
69,4,"['lares', 'allay', 'total', 'offal']","['YYXXX', 'YYYGX', 'XYXGG', 'GGGGG']","[71, 13, 1, 1]"
70,2,"['lares', 'agree']","['XYGGX', 'GGGGG']","[1, 1]"
71,3,"['lares', 'eerie', 'error']","['XXGYX', 'GYGXY', 'GGGGG']","[28, 1, 1]"
72,2,"['lares', 'swirl']","['YXYXY', 'GGGGG']","[2, 2]"
73,3,"['lares', 'erase', 'argue']","['XYYYX', 'YGYXG', 'GGGGG']","[56, 1, 1]"
74,4,"['lares', 'level', 'fleet', 'bleed']","['YXXGX', 'YYXGY', 'XGGGX', 'GGGGG']","[29, 9, 2, 2]"
75,3,"['lares', 'algae', 'delta']","['YYXYX', 'YYXYY', 'GGGGG']","[48, 6, 6]"
76,5,"['lares', 'folly', 'fluid', 'flint', 'flick']","['YXXXX', 'GXYYX', 'GGXYX', 'GGGXX', 'GGGGG']","[102, 7, 3, 1, 1]"
77,5,"['lares', 'tenet', 'thief', 'tweed', 'totem']","['XXXGX', 'GYXGY', 'GXXGX', 'GXYGX', 'GGGGG']","[44, 3, 2, 1, 1]"
78,5,"['lares', 'freer', 'rover', 'power', 'wooer']","['XXYGX', 'XYYGG', 'YGXGG', 'XGYGG', 'GGGGG']","[93, 54, 10, 1, 1]"
79,4,"['lares', 'prior', 'frown', 'front']","['XXYXX', 'XGXYY', 'GGGXY', 'GGGGG']","[106, 16, 2, 2]"
80,3,"['lares', 'strut', 'shrub']","['XXGXY', 'GXGGX', 'GGGGG']","[13, 5, 5]"
81,2,"['lares', 'parry']","['XGGXX', 'GGGGG']","[16, 16]"
82,5,"['lares', 'eerie', 'niece', 'midge', 'biome']","['XXXYX', 'YYXYG', 'XGYXG', 'YGXXG', 'GGGGG']","[130, 28, 5, 1, 1]"
83,3,"['lares', 'label', 'lapel']","['GGXGX', 'GGXGG', 'GGGGG']","[3, 1, 1]"
84,2,"['lares', 'start']","['XYYXY', 'GGGGG']","[20, 20]"
85,5,"['lares', 'freer', 'green', 'greed', 'greet']","['XXYGX', 'XGGGY', 'GGGGX', 'GGGGX', 'GGGGG']","[93, 8, 2, 1, 1]"
86,8,"['lares', 'freer', 'rover', 'power', 'boxer', 'homer', 'joker', 'goner']","['XXYGX', 'XYYGG', 'YGXGG', 'XGXGG', 'XGXGG', 'XGXGG', 'XGXGG', 'GGGGG']","[93, 54, 10, 4, 3, 2, 1, 1]"
87,4,"['lares', 'level', 'fleet', 'golem']","['YXXGX', 'YYXGY', 'XYYGX', 'GGGGG']","[29, 9, 1, 1]"
88,2,"['lares', 'lusty']","['GXXXY', 'GGGGG']","[2, 2]"
89,5,"['lares', 'lowly', 'lobby', 'lofty', 'loopy']","['GXXXX', 'GGXYG', 'GGXXG', 'GGXXG', 'GGGGG']","[19, 3, 2, 1, 1]"
90,4,"['lares', 'prior', 'gourd', 'round']","['XXYXX', 'XYXYY', 'XGGYG', 'GGGGG']","[106, 13, 1, 1]"
91,4,"['lares', 'again', 'audio', 'audit']","['XYXXX', 'GXYGX', 'GGGGX', 'GGGGG']","[61, 7, 1, 1]"
92,3,"['lares', 'lowly', 'lying']","['GXXXX', 'GXXYY', 'GGGGG']","[19, 3, 3]"
93,4,"['lares', 'canny', 'mamma', 'gamma']","['XGXXX', 'XGXXX', 'YGGGG', 'GGGGG']","[85, 15, 1, 1]"
94,2,"['lares', 'labor']","['GGYXX', 'GGGGG']","[1, 1]"
95,3,"['lares', 'steel', 'islet']","['YXXGY', 'YYYGY', 'GGGGG']","[6, 1, 1]"
96,4,"['lares', 'ponty', 'which', 'civic']","['XXXXX', 'XXXXX', 'XXYYX', 'GGGGG']","[205, 10, 3, 3]"
97,4,"['lares', 'eerie', 'force', 'forge']","['XXGYX', 'YYGXG', 'GGGXG', 'GGGGG']","[28, 8, 2, 2]"
98,5,"['lares', 'worry', 'forty', 'horny', 'corny']","['XXGXX', 'XGGYG', 'XGGXG', 'XGGGG', 'GGGGG']","[33, 3, 2, 1, 1]"
99,4,"['lares', 'folly', 'would', 'moult']","['YXXXX', 'XGYGX', 'XGGGX', 'GGGGG']","[102, 3, 1, 1]"
100,4,"['lares', 'sassy', 'basin', 'basic']","['XGXXY', 'YGGYX', 'GGGGX', 'GGGGG']","[22, 4, 1, 1]"
101,5,"['lares', 'salsa', 'sally', 'salon', 'salad']","['YGXXY', 'GGGYY', 'GGGYX', 'GGGXX', 'GGGGG']","[11, 5, 3, 1, 1]"
102,3,"['lares', 'abate', 'agate']","['XYXYX', 'GXGGG', 'GGGGG']","[59, 1, 1]"
103,4,"['lares', 'sissy', 'spiny', 'spicy']","['XXXXY', 'GYYYG', 'GGGXG', 'GGGGG']","[114, 4, 2, 2]"
104,3,"['lares', 'scrap', 'spray']","['XYGXY', 'GXGGY', 'GGGGG']","[6, 1, 1]"
105,3,"['lares', 'state', 'essay']","['XYXYY', 'YXYXY', 'GGGGG']","[35, 1, 1]"
106,4,"['lares', 'prior', 'gourd', 'fjord']","['XXYXX', 'XYXYY', 'XYXGG', 'GGGGG']","[106, 13, 2, 2]"
107,4,"['lares', 'sense', 'spent', 'spend']","['XXXYY', 'GYYYY', 'GGGGX', 'GGGGG']","[67, 4, 1, 1]"
108,4,"['lares', 'abate', 'began', 'kebab']","['XYXYX', 'YYYXY', 'YGXGX', 'GGGGG']","[59, 2, 1, 1]"
109,4,"['lares', 'folly', 'built', 'guild']","['YXXXX', 'XXYGX', 'XGGGX', 'GGGGG']","[102, 9, 2, 2]"
110,4,"['lares', 'again', 'adapt', 'aback']","['XYXXX', 'GXGXX', 'GXGXX', 'GGGGG']","[61, 2, 1, 1]"
111,4,"['lares', 'prior', 'honor', 'motor']","['XXYXX', 'XYXGG', 'XGXGG', 'GGGGG']","[106, 8, 2, 2]"
112,3,"['lares', 'algae', 'alone']","['YYXYX', 'GGXYG', 'GGGGG']","[48, 3, 3]"
113,6,"['lares', 'canny', 'match', 'watch', 'patch', 'hatch']","['XGXXX', 'YGXXX', 'XGGGG', 'XGGGG', 'XGGGG', 'GGGGG']","[85, 10, 4, 3, 2, 2]"
114,7,"['lares', 'freer', 'rover', 'enter', 'upper', 'piper', 'hyper']","['XXYGX', 'XYYGG', 'YXXGG', 'YXXGG', 'XYGGG', 'YXGGG', 'GGGGG']","[93, 54, 24, 8, 2, 1, 1]"
115,4,"['lares', 'ponty', 'hitch', 'thumb']","['XXXXX', 'XXXYX', 'YXYXY', 'GGGGG']","[205, 16, 1, 1]"
116,4,"['lares', 'prior', 'gourd', 'dowry']","['XXYXX', 'XYXYY', 'XGXGY', 'GGGGG']","[106, 13, 1, 1]"
117,3,"['lares', 'ponty', 'ought']","['XXXXX', 'XYXYX', 'GGGGG']","[205, 5, 5]"
118,4,"['lares', 'belle', 'below', 'belch']","['YXXYX', 'GGGYY', 'GGGXX', 'GGGGG']","[63, 2, 1, 1]"
119,4,"['lares', 'ponty', 'hitch', 'dutch']","['XXXXX', 'XXXYX', 'YXGGG', 'GGGGG']","[205, 16, 2, 2]"
120,3,"['lares', 'folly', 'pilot']","['YXXXX', 'XYGYX', 'GGGGG']","[102, 2, 2]"
121,4,"['lares', 'tenet', 'thief', 'tweed']","['XXXGX', 'GYXGY', 'GXXGX', 'GGGGG']","[44, 3, 2, 2]"
122,4,"['lares', 'tenet', 'quiet', 'comet']","['XXXGX', 'YYXGG', 'XXXGG', 'GGGGG']","[44, 5, 3, 3]"
123,8,"['lares', 'canny', 'paint', 'haunt', 'gaunt', 'taunt', 'daunt', 'jaunt']","['XGXXX', 'XGYGX', 'XGXGG', 'XGGGG', 'XGGGG', 'YGGGG', 'XGGGG', 'GGGGG']","[85, 10, 6, 5, 4, 3, 2, 2]"
124,3,"['lares', 'abate', 'enema']","['XYXYX', 'YXYXY', 'GGGGG']","[59, 11, 11]"
125,4,"['lares', 'sheet', 'steep', 'steed']","['XXXGY', 'GXGGY', 'GGGGX', 'GGGGG']","[19, 2, 1, 1]"
126,3,"['lares', 'chaos', 'abyss']","['XYXXG', 'XXYXG', 'GGGGG']","[4, 2, 2]"
127,3,"['lares', 'droll', 'growl']","['YXYXX', 'XGGYG', 'GGGGG']","[22, 3, 3]"
128,5,"['lares', 'folly', 'fluid', 'flint', 'fling']","['YXXXX', 'GXYYX', 'GGXYX', 'GGGGX', 'GGGGG']","[102, 7, 3, 1, 1]"
129,4,"['lares', 'tenet', 'woven', 'dozen']","['XXXGX', 'XYYGX', 'XGXGG', 'GGGGG']","[44, 14, 1, 1]"
130,5,"['lares', 'ponty', 'goody', 'booby', 'boozy']","['XXXXX', 'XGXXG', 'XGGXG', 'GGGYG', 'GGGGG']","[205, 14, 3, 1, 1]"
131,7,"['lares', 'crepe', 'bribe', 'wrote', 'grove', 'drone', 'erode']","['XXYYX', 'XGYXG', 'XGXXG', 'XGGXG', 'XGGXG', 'YGGXG', 'GGGGG']","[81, 18, 7, 5, 3, 1, 1]"
132,2,"['lares', 'world']","['YXGXX', 'GGGGG']","[4, 4]"
133,5,"['lares', 'eerie', 'queue', 'coupe', 'gouge']","['XXXYX', 'YYXXG', 'XYYYG', 'XGGXG', 'GGGGG']","[130, 23, 3, 1, 1]"
134,4,"['lares', 'folly', 'clink', 'click']","['YXXXX', 'XXYYX', 'GGGXG', 'GGGGG']","[102, 21, 1, 1]"
135,4,"['lares', 'drama', 'urban', 'briar']","['XYYXX', 'XGYXY', 'XGYGX', 'GGGGG']","[74, 7, 1, 1]"
136,4,"['lares', 'erase', 'break', 'great']","['XYYYX', 'YGYXY', 'XGGGX', 'GGGGG']","[56, 12, 6, 6]"
137,4,"['lares', 'trail', 'ultra', 'altar']","['YYYXX', 'YYYXY', 'XGGYY', 'GGGGG']","[17, 2, 1, 1]"
138,4,"['lares', 'folly', 'milky', 'pulpy']","['YXXXX', 'XXGYG', 'XXGXG', 'GGGGG']","[102, 3, 1, 1]"
139,4,"['lares', 'droll', 'flirt', 'blurt']","['YXYXX', 'XYXYY', 'XGXGG', 'GGGGG']","[22, 3, 1, 1]"
140,3,"['lares', 'stash', 'coast']","['XYXXY', 'YYGGX', 'GGGGG']","[44, 3, 3]"
141,4,"['lares', 'ponty', 'muddy', 'duchy']","['XXXXX', 'XXXXG', 'XGYYG', 'GGGGG']","[205, 15, 1, 1]"
142,4,"['lares', 'prior', 'orbit', 'groin']","['XXYXX', 'XGYYY', 'YGXGX', 'GGGGG']","[106, 4, 1, 1]"
143,6,"['lares', 'freer', 'fever', 'fiber', 'finer', 'fixer']","['XXYGX', 'GYYGG', 'GYXGG', 'GGXGG', 'GGXGG', 'GGGGG']","[93, 6, 4, 2, 1, 1]"
144,3,"['lares', 'prior', 'group']","['XXYXX', 'YGXYY', 'GGGGG']","[106, 2, 2]"
145,4,"['lares', 'crepe', 'route', 'rogue']","['XXYYX', 'XYYXG', 'GGYXG', 'GGGGG']","[81, 9, 1, 1]"
146,4,"['lares', 'tally', 'daily', 'badly']","['YGXXX', 'XGYGG', 'YGXGG', 'GGGGG']","[23, 6, 2, 2]"
147,3,"['lares', 'start', 'smart']","['XYYXY', 'GYGGG', 'GGGGG']","[20, 1, 1]"
148,3,"['lares', 'ponty', 'pithy']","['XXXXX', 'GXXYG', 'GGGGG']","[205, 1, 1]"
149,7,"['lares', 'canny', 'tatty', 'happy', 'daddy', 'bawdy', 'gaudy']","['XGXXX', 'XGXXG', 'XGXXG', 'XGXXG', 'YGYGG', 'XGXGG', 'GGGGG']","[85, 15, 9, 7, 2, 1, 1]"
150,6,"['lares', 'folly', 'built', 'child', 'chili', 'chill']","['YXXXX', 'XXYGX', 'XXGGX', 'GGGGX', 'GGGGY', 'GGGGG']","[102, 9, 3, 2, 1, 1]"
151,4,"['lares', 'eerie', 'berry', 'heron']","['XXGYX', 'YGGXY', 'XGGYX', 'GGGGG']","[28, 12, 3, 3]"
152,4,"['lares', 'again', 'today', 'vodka']","['XYXXX', 'YXYXX', 'XGGYX', 'GGGGG']","[61, 7, 1, 1]"
153,5,"['lares', 'freer', 'fever', 'fiber', 'finer']","['XXYGX', 'GYYGG', 'GYXGG', 'GGXGG', 'GGGGG']","[93, 6, 4, 2, 2]"
154,5,"['lares', 'screw', 'spree', 'siren', 'surer']","['XXGGY', 'GXGGX', 'GXGGY', 'GXGGX', 'GGGGG']","[6, 3, 2, 1, 1]"
155,3,"['lares', 'radar', 'radio']","['XGYXX', 'GGGYY', 'GGGGG']","[26, 2, 2]"
156,4,"['lares', 'crepe', 'route', 'rouge']","['XXYYX', 'XYYXG', 'GGGXG', 'GGGGG']","[81, 9, 1, 1]"
157,5,"['lares', 'eerie', 'berry', 'heron', 'perch']","['XXGYX', 'YGGXY', 'XGGYX', 'YGGXX', 'GGGGG']","[28, 12, 3, 1, 1]"
158,4,"['lares', 'crepe', 'decor', 'retch']","['XXYYX', 'YYYXY', 'XGYXY', 'GGGGG']","[81, 5, 1, 1]"
159,4,"['lares', 'crepe', 'bribe', 'wrote']","['XXYYX', 'XGYXG', 'XGXXG', 'GGGGG']","[81, 18, 7, 7]"
160,4,"['lares', 'folly', 'blood', 'clock']","['YXXXX', 'XYYYX', 'XGGYX', 'GGGGG']","[102, 12, 4, 4]"
161,3,"['lares', 'belle', 'tilde']","['YXXYX', 'XYGYG', 'GGGGG']","[63, 1, 1]"
162,4,"['lares', 'spore', 'score', 'store']","['XXYYY', 'GXGGG', 'GXGGG', 'GGGGG']","[18, 5, 4, 4]"
163,4,"['lares', 'crepe', 'prize', 'prove']","['XXYYX', 'XGYYG', 'GGXXG', 'GGGGG']","[81, 8, 5, 5]"
164,4,"['lares', 'prior', 'brink', 'bring']","['XXYXX', 'XGGXY', 'GGGGX', 'GGGGG']","[106, 12, 2, 2]"
165,4,"['lares', 'smell', 'slope', 'solve']","['YXXYY', 'GXYYY', 'GYYXG', 'GGGGG']","[20, 4, 1, 1]"
166,4,"['lares', 'abate', 'wheat', 'cheat']","['XYXYX', 'YXYYY', 'XGGGG', 'GGGGG']","[59, 3, 1, 1]"
167,7,"['lares', 'crepe', 'bribe', 'drive', 'write', 'urine', 'grime']","['XXYYX', 'XGYXG', 'XGGXG', 'XGGXG', 'XGGXG', 'XGGXG', 'GGGGG']","[81, 18, 5, 4, 2, 1, 1]"
168,4,"['lares', 'belle', 'field', 'exult']","['YXXYX', 'XYYGY', 'XXYGX', 'GGGGG']","[63, 9, 1, 1]"
169,4,"['lares', 'riser', 'super', 'usher']","['XXYGY', 'YXYGG', 'YYXGG', 'GGGGG']","[17, 10, 1, 1]"
170,4,"['lares', 'eerie', 'event', 'epoch']","['XXXYX', 'GYXXY', 'GXYXX', 'GGGGG']","[130, 10, 2, 2]"
171,4,"['lares', 'drama', 'broad', 'triad']","['XYYXX', 'YGYXY', 'XGXGG', 'GGGGG']","[74, 3, 1, 1]"
172,3,"['lares', 'erase', 'break']","['XYYYX', 'YGYXY', 'GGGGG']","[56, 12, 12]"
173,3,"['lares', 'prior', 'rhino']","['XXYXX', 'XYGYY', 'GGGGG']","[106, 1, 1]"
174,4,"['lares', 'rural', 'moral', 'viral']","['YYGXX', 'YXGGG', 'XXGGG', 'GGGGG']","[5, 3, 1, 1]"
175,4,"['lares', 'ponty', 'ionic', 'conic']","['XXXXX', 'XGGXX', 'YGGGG', 'GGGGG']","[205, 5, 1, 1]"
176,3,"['lares', 'taste', 'masse']","['XGXYY', 'XGGXG', 'GGGGG']","[11, 1, 1]"
177,4,"['lares', 'sissy', 'stint', 'sonic']","['XXXXY', 'GYYYX', 'GXYYX', 'GGGGG']","[114, 17, 1, 1]"
178,4,"['lares', 'allay', 'total', 'vital']","['YYXXX', 'YYYGX', 'YXGGG', 'GGGGG']","[71, 13, 1, 1]"
179,4,"['lares', 'erase', 'grace', 'trace']","['XYYYX', 'YGGXG', 'XGGGG', 'GGGGG']","[56, 19, 2, 2]"
180,3,"['lares', 'sissy', 'using']","['XXXXY', 'YYYYX', 'GGGGG']","[114, 1, 1]"
181,4,"['lares', 'abate', 'heavy', 'peach']","['XYXYX', 'YXGXY', 'YGGXX', 'GGGGG']","[59, 3, 1, 1]"
182,4,"['lares', 'again', 'coach', 'champ']","['XYXXX', 'YXGXX', 'GXGYY', 'GGGGG']","[61, 6, 2, 2]"
183,4,"['lares', 'canny', 'wagon', 'baton']","['XGXXX', 'XGYYX', 'XGXGG', 'GGGGG']","[85, 3, 1, 1]"
184,7,"['lares', 'erase', 'grace', 'trade', 'frame', 'brave', 'brake']","['XYYYX', 'YGGXG', 'XGGXG', 'XGGXG', 'XGGXG', 'GGGXG', 'GGGGG']","[56, 19, 7, 3, 2, 1, 1]"
185,4,"['lares', 'folly', 'clink', 'pluck']","['YXXXX', 'XXYYX', 'YGXXG', 'GGGGG']","[102, 21, 1, 1]"
186,5,"['lares', 'erase', 'grace', 'crane', 'craze']","['XYYYX', 'YGGXG', 'XGGYG', 'GGGXG', 'GGGGG']","[56, 19, 4, 3, 3]"
187,4,"['lares', 'crepe', 'trope', 'gripe']","['XXYYX', 'XGYGG', 'XGXGG', 'GGGGG']","[81, 4, 1, 1]"
188,5,"['lares', 'erase', 'heart', 'beard', 'weary']","['XYYYX', 'YYGXY', 'XGGGX', 'XGGGX', 'GGGGG']","[56, 10, 4, 3, 3]"
189,5,"['lares', 'ponty', 'pygmy', 'puppy', 'picky']","['XXXXX', 'GXXXG', 'GYXXG', 'GXYYG', 'GGGGG']","[205, 6, 3, 1, 1]"
190,3,"['lares', 'abate', 'acute']","['XYXYX', 'GXYGG', 'GGGGG']","[59, 1, 1]"
191,4,"['lares', 'eerie', 'berry', 'ferry']","['XXGYX', 'YGGXY', 'XGGGG', 'GGGGG']","[28, 12, 2, 2]"
192,4,"['lares', 'state', 'abuse', 'aside']","['XYXYY', 'YXYXG', 'GXXYG', 'GGGGG']","[35, 3, 1, 1]"
