,steps,words,feedback,ncands
27,4,"['stare', 'carry', 'harry', 'marry']","['XXYGX', 'XGGGG', 'XGGGG', 'GGGGG']","[16, 3, 2, 2]"
28,2,"['stare', 'react']","['XYGYY', 'GGGGG']","[1, 1]"
29,5,"['stare', 'tatty', 'fatty', 'patty', 'batty']","['XYYXX', 'YGGGG', 'XGGGG', 'XGGGG', 'GGGGG']","[74, 4, 3, 2, 2]"
30,3,"['stare', 'erode', 'pride']","['XXXYG', 'YGXGG', 'GGGGG']","[49, 4, 4]"
31,4,"['stare', 'sissy', 'flush', 'floss']","['YXXXX', 'YXYGX', 'GGXGX', 'GGGGG']","[38, 5, 1, 1]"
32,5,"['stare', 'melee', 'below', 'jelly', 'helix']","['XXXXY', 'XGGYY', 'XGGXX', 'XGGYX', 'GGGGG']","[116, 9, 2, 1, 1]"
33,5,"['stare', 'radar', 'array', 'urban', 'croak']","['XXYYX', 'YYXGY', 'YGYGX', 'XGXGX', 'GGGGG']","[64, 11, 4, 1, 1]"
34,2,"['stare', 'staff']","['GGGXX', 'GGGGG']","[10, 10]"
35,4,"['stare', 'rarer', 'eager', 'paper']","['XXYYY', 'YGYGG', 'YGXGG', 'GGGGG']","[47, 16, 10, 10]"
36,6,"['stare', 'melee', 'doven', 'index', 'unwed', 'unfed']","['XXXXY', 'XYXGY', 'YXXGY', 'XGYGX', 'GGXGG', 'GGGGG']","[116, 23, 4, 3, 1, 1]"
37,4,"['stare', 'melee', 'wield', 'whelp']","['XXXXY', 'XYYYY', 'GXGGX', 'GGGGG']","[116, 11, 1, 1]"
38,5,"['stare', 'trait', 'track', 'tramp', 'trawl']","['XYGYX', 'GGGXY', 'GGGXX', 'GGGXX', 'GGGGG']","[12, 3, 2, 1, 1]"
39,4,"['stare', 'tooth', 'pilot', 'outdo']","['XYXXX', 'YYYYX', 'XXXYY', 'GGGGG']","[98, 8, 2, 2]"
40,4,"['stare', 'eagle', 'above', 'adobe']","['XXYXG', 'YYXXG', 'GYGXG', 'GGGGG']","[41, 7, 1, 1]"
41,4,"['stare', 'drain', 'graph', 'crazy']","['XXGYX', 'XGGXX', 'XGGXX', 'GGGGG']","[30, 9, 6, 6]"
42,6,"['stare', 'surer', 'skier', 'sheer', 'sewer', 'sower']","['GXXYY', 'GXYGG', 'GXXGG', 'GXYGG', 'GYGGG', 'GGGGG']","[14, 7, 6, 4, 1, 1]"
43,4,"['stare', 'rarer', 'relay', 'repay']","['XXYYY', 'GYYYY', 'GGXGG', 'GGGGG']","[47, 7, 1, 1]"
44,4,"['stare', 'tooth', 'unlit', 'digit']","['XYXXX', 'YXXYX', 'XXXGG', 'GGGGG']","[98, 13, 1, 1]"
45,3,"['stare', 'trade', 'crate']","['XYGYG', 'YGGXG', 'GGGGG']","[5, 3, 3]"
46,3,"['stare', 'doily', 'cluck']","['XXXXX', 'XXXYX', 'GGGGG']","[227, 14, 14]"
47,4,"['stare', 'sense', 'slice', 'spike']","['GXXXG', 'GYXYG', 'GXGXG', 'GGGGG']","[27, 14, 1, 1]"
48,4,"['stare', 'doily', 'cinch', 'mimic']","['XXXXX', 'XXYXX', 'YGXYX', 'GGGGG']","[227, 12, 1, 1]"
49,6,"['stare', 'doily', 'found', 'bound', 'mound', 'pound']","['XXXXX', 'YGXXX', 'XGGGG', 'XGGGG', 'XGGGG', 'GGGGG']","[227, 7, 5, 4, 3, 3]"
50,4,"['stare', 'canal', 'mamma', 'maxim']","['XXYXX', 'XGXYX', 'GGYYY', 'GGGGG']","[127, 18, 1, 1]"
51,4,"['stare', 'melee', 'libel', 'linen']","['XXXXY', 'XYYGY', 'GGXGY', 'GGGGG']","[116, 18, 2, 2]"
52,4,"['stare', 'tenet', 'inlet', 'unmet']","['XYXXY', 'YYYGG', 'XGXGG', 'GGGGG']","[54, 2, 1, 1]"
53,3,"['stare', 'welsh', 'flesh']","['YXXXY', 'XYYGG', 'GGGGG']","[9, 1, 1]"
54,4,"['stare', 'doily', 'bobby', 'booby']","['XXXXX', 'XGXXG', 'GGYGG', 'GGGGG']","[227, 9, 1, 1]"
55,5,"['stare', 'truth', 'north', 'worth', 'forth']","['XYXYX', 'YYXGG', 'XGGGG', 'XGGGG', 'GGGGG']","[42, 6, 2, 1, 1]"
56,3,"['stare', 'trust', 'first']","['YYXYX', 'YYXGG', 'GGGGG']","[13, 3, 3]"
57,3,"['stare', 'staff', 'stand']","['GGGXX', 'GGGXX', 'GGGGG']","[10, 9, 9]"
58,4,"['stare', 'melee', 'below', 'belly']","['XXXXY', 'XGGYY', 'GGGXX', 'GGGGG']","[116, 9, 2, 2]"
59,3,"['stare', 'curry', 'ivory']","['XXXGX', 'XXYGG', 'GGGGG']","[20, 3, 3]"
60,3,"['stare', 'speed', 'seedy']","['GXXXY', 'GXGYY', 'GGGGG']","[21, 1, 1]"
61,4,"['stare', 'truth', 'front', 'print']","['XYXYX', 'YGXYX', 'XGXGG', 'GGGGG']","[42, 6, 1, 1]"
62,5,"['stare', 'heard', 'pearl', 'weary', 'yearn']","['XXGGY', 'XGGGX', 'XGGGX', 'XGGGY', 'GGGGG']","[7, 5, 3, 1, 1]"
63,2,"['stare', 'drain']","['XXGYX', 'GGGGG']","[30, 30]"
64,5,"['stare', 'erode', 'prime', 'urine', 'bribe']","['XXXYG', 'YGXXG', 'XGGXG', 'XGGXG', 'GGGGG']","[49, 12, 3, 1, 1]"
65,3,"['stare', 'stint', 'stout']","['GGXXX', 'GGXXG', 'GGGGG']","[22, 1, 1]"
66,3,"['stare', 'legal', 'panel']","['XXYXY', 'YYXYG', 'GGGGG']","[51, 4, 4]"
67,4,"['stare', 'grass', 'brass', 'crass']","['YXGYX', 'XGGGG', 'XGGGG', 'GGGGG']","[6, 2, 1, 1]"
68,4,"['stare', 'melee', 'plume', 'flume']","['XXXXG', 'YYYYG', 'XGGGG', 'GGGGG']","[87, 2, 1, 1]"
69,4,"['stare', 'canal', 'loyal', 'offal']","['XXYXX', 'XYXGG', 'YYXGG', 'GGGGG']","[127, 5, 1, 1]"
70,3,"['stare', 'large', 'agree']","['XXYYG', 'XYGYG', 'GGGGG']","[7, 1, 1]"
71,3,"['stare', 'refer', 'error']","['XXXYY', 'YYXYG', 'GGGGG']","[118, 1, 1]"
72,3,"['stare', 'sword', 'swirl']","['GXXGX', 'GGXGX', 'GGGGG']","[10, 1, 1]"
73,3,"['stare', 'large', 'argue']","['XXYYG', 'XYYYG', 'GGGGG']","[7, 1, 1]"
74,4,"['stare', 'melee', 'libel', 'bleed']","['XXXXY', 'XYYGY', 'YXYGY', 'GGGGG']","[116, 18, 2, 2]"
75,3,"['stare', 'treat', 'delta']","['XYYXY', 'YXYYY', 'GGGGG']","[21, 3, 3]"
76,4,"['stare', 'doily', 'cliff', 'flick']","['XXXXX', 'XXGYX', 'YGGYY', 'GGGGG']","[227, 9, 1, 1]"
77,5,"['stare', 'tenet', 'thief', 'tweed', 'totem']","['XYXXY', 'GYXGY', 'GXXGX', 'GXYGX', 'GGGGG']","[54, 4, 3, 1, 1]"
78,4,"['stare', 'refer', 'corer', 'wooer']","['XXXYY', 'YYXGG', 'XGYGG', 'GGGGG']","[118, 49, 12, 12]"
79,3,"['stare', 'truth', 'front']","['XYXYX', 'YGXYX', 'GGGGG']","[42, 6, 6]"
80,2,"['stare', 'shrub']","['GXXYX', 'GGGGG']","[8, 8]"
81,5,"['stare', 'carry', 'harry', 'marry', 'parry']","['XXYGX', 'XGGGG', 'XGGGG', 'XGGGG', 'GGGGG']","[16, 3, 2, 1, 1]"
82,4,"['stare', 'melee', 'gnome', 'biome']","['XXXXG', 'YYXYG', 'XXGGG', 'GGGGG']","[87, 4, 1, 1]"
83,4,"['stare', 'legal', 'label', 'lapel']","['XXYXY', 'GYXYG', 'GGXGG', 'GGGGG']","[51, 2, 1, 1]"
84,2,"['stare', 'start']","['GGGGX', 'GGGGG']","[2, 2]"
85,3,"['stare', 'tenet', 'greet']","['XYXYY', 'YYXGG', 'GGGGG']","[30, 3, 3]"
86,9,"['stare', 'refer', 'corer', 'wooer', 'boxer', 'poker', 'lover', 'homer', 'goner']","['XXXYY', 'YYXGG', 'XGYGG', 'XGYGG', 'XGXGG', 'XGXGG', 'XGXGG', 'XGXGG', 'GGGGG']","[118, 49, 12, 8, 7, 5, 2, 1, 1]"
87,3,"['stare', 'melee', 'golem']","['XXXXY', 'YYGGY', 'GGGGG']","[116, 1, 1]"
88,5,"['stare', 'moist', 'dusty', 'gusty', 'lusty']","['YYXXX', 'XXXYY', 'XGGGG', 'XGGGG', 'GGGGG']","[17, 3, 2, 1, 1]"
89,4,"['stare', 'doily', 'lobby', 'loopy']","['XXXXX', 'XGXYG', 'GGXXG', 'GGGGG']","[227, 2, 1, 1]"
90,3,"['stare', 'error', 'round']","['XXXYX', 'XYYYY', 'GGGGG']","[100, 7, 7]"
91,4,"['stare', 'tatty', 'aloft', 'audit']","['XYYXX', 'YYYYX', 'GXXXG', 'GGGGG']","[74, 12, 2, 2]"
92,3,"['stare', 'doily', 'lying']","['XXXXX', 'XXGYY', 'GGGGG']","[227, 1, 1]"
93,4,"['stare', 'canal', 'mamma', 'gamma']","['XXYXX', 'XGXYX', 'YGGGG', 'GGGGG']","[127, 18, 1, 1]"
94,4,"['stare', 'radar', 'major', 'labor']","['XXYYX', 'YGXYG', 'XGXGG', 'GGGGG']","[64, 7, 4, 4]"
95,3,"['stare', 'beset', 'islet']","['YYXXY', 'XYYGG', 'GGGGG']","[14, 1, 1]"
96,4,"['stare', 'doily', 'cinch', 'civic']","['XXXXX', 'XXYXX', 'GGXYX', 'GGGGG']","[227, 12, 1, 1]"
97,4,"['stare', 'erode', 'force', 'forge']","['XXXYG', 'YYYXG', 'GGGXG', 'GGGGG']","[49, 6, 1, 1]"
98,6,"['stare', 'error', 'world', 'forum', 'porch', 'corny']","['XXXYX', 'XYGYY', 'XGGXX', 'XGGXX', 'XGGYX', 'GGGGG']","[100, 9, 6, 3, 1, 1]"
99,5,"['stare', 'tooth', 'point', 'doubt', 'moult']","['XYXXX', 'YGYYX', 'XGXXG', 'XGGXG', 'GGGGG']","[98, 9, 2, 1, 1]"
100,5,"['stare', 'basal', 'basis', 'basin', 'basic']","['YXYXX', 'GGGYX', 'GGGGY', 'GGGGX', 'GGGGG']","[16, 3, 2, 1, 1]"
101,4,"['stare', 'sassy', 'salon', 'salad']","['GXYXX', 'GGYYX', 'GGGXX', 'GGGGG']","[18, 4, 1, 1]"
102,4,"['stare', 'plate', 'ovate', 'agate']","['XYGXG', 'XXGGG', 'XXGGG', 'GGGGG']","[5, 3, 2, 2]"
103,4,"['stare', 'sissy', 'spiny', 'spicy']","['GXXXX', 'GYYYG', 'GGGXG', 'GGGGG']","[67, 5, 2, 2]"
104,4,"['stare', 'solar', 'scrap', 'spray']","['GXYYX', 'GXXGY', 'GXGGY', 'GGGGG']","[7, 3, 1, 1]"
105,2,"['stare', 'essay']","['YXYXY', 'GGGGG']","[4, 4]"
106,3,"['stare', 'curry', 'fjord']","['XXXGX', 'XXYGX', 'GGGGG']","[20, 2, 2]"
107,3,"['stare', 'speed', 'spend']","['GXXXY', 'GGGYG', 'GGGGG']","[21, 1, 1]"
108,4,"['stare', 'legal', 'decay', 'kebab']","['XXYXY', 'XGXGX', 'XGXGX', 'GGGGG']","[51, 3, 1, 1]"
109,5,"['stare', 'doily', 'child', 'build', 'guild']","['XXXXX', 'YXGGX', 'XXGGG', 'XGGGG', 'GGGGG']","[227, 3, 2, 1, 1]"
110,6,"['stare', 'clack', 'knack', 'quack', 'whack', 'aback']","['XXGXX', 'YXGGG', 'YXGGG', 'XXGGG', 'XXGGG', 'GGGGG']","[37, 4, 3, 2, 1, 1]"
111,3,"['stare', 'truth', 'motor']","['XYXYX', 'YYXYX', 'GGGGG']","[42, 3, 3]"
112,3,"['stare', 'eagle', 'alone']","['XXYXG', 'YYXYG', 'GGGGG']","[41, 3, 3]"
113,3,"['stare', 'tatty', 'hatch']","['XYYXX', 'YGGYX', 'GGGGG']","[74, 12, 12]"
114,6,"['stare', 'refer', 'corer', 'rider', 'upper', 'hyper']","['XXXYY', 'YYXGG', 'XXYGG', 'YXXGG', 'XYGGG', 'GGGGG']","[118, 49, 23, 6, 1, 1]"
115,4,"['stare', 'tooth', 'think', 'thumb']","['XYXXX', 'GXXYY', 'GGXXX', 'GGGGG']","[98, 6, 2, 2]"
116,4,"['stare', 'curry', 'ivory', 'dowry']","['XXXGX', 'XXYGG', 'XXYGG', 'GGGGG']","[20, 3, 1, 1]"
117,3,"['stare', 'tooth', 'ought']","['XYXXX', 'YYYYY', 'GGGGG']","[98, 1, 1]"
118,5,"['stare', 'melee', 'below', 'belly', 'belch']","['XXXXY', 'XGGYY', 'GGGXX', 'GGGYX', 'GGGGG']","[116, 9, 2, 1, 1]"
119,3,"['stare', 'tooth', 'dutch']","['XYXXX', 'YXXYG', 'GGGGG']","[98, 7, 7]"
120,3,"['stare', 'tooth', 'pilot']","['XYXXX', 'YYYYX', 'GGGGG']","[98, 8, 8]"
121,4,"['stare', 'tenet', 'thief', 'tweed']","['XYXXY', 'GYXGY', 'GXXGX', 'GGGGG']","[54, 4, 3, 3]"
122,5,"['stare', 'tenet', 'fleet', 'quiet', 'comet']","['XYXXY', 'YYXGG', 'XXYGG', 'XXXGG', 'GGGGG']","[54, 7, 5, 3, 3]"
123,6,"['stare', 'tatty', 'gaunt', 'haunt', 'daunt', 'jaunt']","['XYYXX', 'YGYYX', 'XGGGG', 'XGGGG', 'XGGGG', 'GGGGG']","[74, 12, 4, 3, 2, 2]"
124,4,"['stare', 'legal', 'abbey', 'enema']","['XXYXY', 'XYXYX', 'YXXYX', 'GGGGG']","[51, 10, 1, 1]"
125,4,"['stare', 'steel', 'steep', 'steed']","['GGXXY', 'GGGGX', 'GGGGX', 'GGGGG']","[4, 2, 1, 1]"
126,3,"['stare', 'basal', 'abyss']","['YXYXX', 'YYYYX', 'GGGGG']","[16, 1, 1]"
127,4,"['stare', 'error', 'crown', 'growl']","['XXXYX', 'XGYYY', 'XGGGX', 'GGGGG']","[100, 23, 2, 2]"
128,4,"['stare', 'doily', 'cliff', 'fling']","['XXXXX', 'XXGYX', 'XGGYY', 'GGGGG']","[227, 9, 1, 1]"
129,4,"['stare', 'melee', 'doven', 'dozen']","['XXXXY', 'XYXGY', 'GGXGG', 'GGGGG']","[116, 23, 1, 1]"
130,4,"['stare', 'doily', 'bobby', 'boozy']","['XXXXX', 'XGXXG', 'GGYYG', 'GGGGG']","[227, 9, 1, 1]"
131,2,"['stare', 'erode']","['XXXYG', 'GGGGG']","[49, 49]"
132,3,"['stare', 'error', 'world']","['XXXYX', 'XYGYY', 'GGGGG']","[100, 9, 9]"
133,5,"['stare', 'melee', 'niece', 'judge', 'gouge']","['XXXXG', 'XYXYG', 'XXYXG', 'XYXGG', 'GGGGG']","[87, 36, 9, 1, 1]"
134,5,"['stare', 'doily', 'cliff', 'climb', 'click']","['XXXXX', 'XXGYX', 'GGGXX', 'GGGXX', 'GGGGG']","[227, 9, 4, 3, 3]"
135,6,"['stare', 'radar', 'lunar', 'vicar', 'friar', 'briar']","['XXYYX', 'YYXGG', 'XXXGG', 'XYXGG', 'XGGGG', 'GGGGG']","[64, 7, 4, 2, 1, 1]"
136,3,"['stare', 'eater', 'great']","['XYYYY', 'YYYYY', 'GGGGG']","[14, 3, 3]"
137,3,"['stare', 'tarot', 'altar']","['XYYYX', 'YYYXY', 'GGGGG']","[13, 1, 1]"
138,4,"['stare', 'doily', 'lucky', 'pulpy']","['XXXXX', 'XXXYG', 'YGXXG', 'GGGGG']","[227, 4, 1, 1]"
139,4,"['stare', 'third', 'court', 'blurt']","['XYXGX', 'YXXGX', 'XXGGG', 'GGGGG']","[7, 2, 1, 1]"
140,2,"['stare', 'coast']","['YYGXX', 'GGGGG']","[4, 4]"
141,3,"['stare', 'doily', 'duchy']","['XXXXX', 'GXXXG', 'GGGGG']","[227, 3, 3]"
142,4,"['stare', 'error', 'crown', 'groin']","['XXXYX', 'XGYYY', 'XGGXG', 'GGGGG']","[100, 23, 1, 1]"
143,5,"['stare', 'refer', 'fiber', 'finer', 'fixer']","['XXXYY', 'YYYGG', 'GGXGG', 'GGXGG', 'GGGGG']","[118, 8, 3, 2, 2]"
144,4,"['stare', 'error', 'crown', 'group']","['XXXYX', 'XGYYY', 'XGGXX', 'GGGGG']","[100, 23, 5, 5]"
145,5,"['stare', 'erode', 'force', 'rouge', 'rogue']","['XXXYG', 'YYYXG', 'XGYXG', 'GGYYG', 'GGGGG']","[49, 6, 2, 1, 1]"
146,4,"['stare', 'canal', 'daily', 'badly']","['XXYXX', 'XGXYY', 'YGXGG', 'GGGGG']","[127, 9, 2, 2]"
147,2,"['stare', 'smart']","['GYGGX', 'GGGGG']","[1, 1]"
148,4,"['stare', 'tooth', 'light', 'pithy']","['XYXXX', 'YXXYY', 'XGXGY', 'GGGGG']","[98, 6, 1, 1]"
149,7,"['stare', 'canal', 'mamma', 'happy', 'daddy', 'bawdy', 'gaudy']","['XXYXX', 'XGXYX', 'XGXXY', 'XGXXG', 'YGYGG', 'XGXGG', 'GGGGG']","[127, 18, 10, 6, 2, 1, 1]"
150,4,"['stare', 'doily', 'chili', 'chill']","['XXXXX', 'XXGGX', 'GGGGY', 'GGGGG']","[227, 3, 1, 1]"
151,4,"['stare', 'refer', 'derby', 'heron']","['XXXYY', 'YGXYY', 'XGGXX', 'GGGGG']","[118, 8, 3, 3]"
152,4,"['stare', 'canal', 'audio', 'vodka']","['XXYXX', 'XYXYX', 'YXGXY', 'GGGGG']","[127, 8, 1, 1]"
153,4,"['stare', 'refer', 'fiber', 'finer']","['XXXYY', 'YYYGG', 'GGXGG', 'GGGGG']","[118, 8, 3, 3]"
154,2,"['stare', 'surer']","['GXXYY', 'GGGGG']","[14, 14]"
155,3,"['stare', 'radar', 'radio']","['XXYYX', 'GGGYY', 'GGGGG']","[64, 2, 2]"
156,4,"['stare', 'erode', 'force', 'rouge']","['XXXYG', 'YYYXG', 'XGYXG', 'GGGGG']","[49, 6, 2, 2]"
157,5,"['stare', 'refer', 'derby', 'heron', 'perch']","['XXXYY', 'YGXYY', 'XGGXX', 'YGGXX', 'GGGGG']","[118, 8, 3, 1, 1]"
158,4,"['stare', 'tenet', 'berth', 'retch']","['XYXYY', 'YGXYY', 'XGYYG', 'GGGGG']","[30, 2, 1, 1]"
159,3,"['stare', 'trite', 'wrote']","['XYXYG', 'YGXGG', 'GGGGG']","[13, 2, 2]"
160,4,"['stare', 'doily', 'block', 'clock']","['XXXXX', 'XYXYX', 'XGGGG', 'GGGGG']","[227, 9, 2, 2]"
161,3,"['stare', 'title', 'tilde']","['XYXXG', 'GGYYG', 'GGGGG']","[20, 1, 1]"
162,2,"['stare', 'store']","['GGXGG', 'GGGGG']","[1, 1]"
163,5,"['stare', 'erode', 'broke', 'grove', 'prove']","['XXXYG', 'YGGXG', 'XGGXG', 'XGGGG', 'GGGGG']","[49, 8, 6, 1, 1]"
164,4,"['stare', 'error', 'drink', 'bring']","['XXXYX', 'XGYXY', 'XGGGX', 'GGGGG']","[100, 24, 3, 3]"
165,4,"['stare', 'sense', 'slice', 'solve']","['GXXXG', 'GYXYG', 'GYXXG', 'GGGGG']","[27, 14, 1, 1]"
166,4,"['stare', 'treat', 'wheat', 'cheat']","['XYYXY', 'YXGGG', 'XGGGG', 'GGGGG']","[21, 5, 1, 1]"
167,5,"['stare', 'erode', 'prime', 'crime', 'grime']","['XXXYG', 'YGXXG', 'XGGGG', 'XGGGG', 'GGGGG']","[49, 12, 2, 1, 1]"
168,5,"['stare', 'tenet', 'eight', 'elect', 'exult']","['XYXXY', 'YYXYG', 'GXXXG', 'GYYXG', 'GGGGG']","[54, 8, 3, 1, 1]"
169,3,"['stare', 'riser', 'usher']","['YXXYY', 'YXYGG', 'GGGGG']","[14, 1, 1]"
170,4,"['stare', 'melee', 'enjoy', 'epoch']","['XXXXY', 'XYXYY', 'GXXYX', 'GGGGG']","[116, 13, 1, 1]"
171,4,"['stare', 'tarot', 'trial', 'triad']","['XYYYX', 'GYYXY', 'GGGGX', 'GGGGG']","[13, 2, 1, 1]"
172,4,"['stare', 'rarer', 'arena', 'break']","['XXYYY', 'YYYYY', 'YGGXY', 'GGGGG']","[47, 9, 8, 8]"
173,4,"['stare', 'error', 'round', 'rhino']","['XXXYX', 'XYYYY', 'GYXGX', 'GGGGG']","[100, 7, 1, 1]"
174,5,"['stare', 'radar', 'array', 'moral', 'viral']","['XXYYX', 'YYXGY', 'YYGGX', 'XXGGG', 'GGGGG']","[64, 11, 5, 1, 1]"
175,4,"['stare', 'doily', 'comic', 'conic']","['XXXXX', 'XGYXX', 'GGXGG', 'GGGGG']","[227, 3, 1, 1]"
176,4,"['stare', 'cause', 'false', 'masse']","['YXYXG', 'XGXGG', 'XGXGG', 'GGGGG']","[9, 3, 1, 1]"
177,4,"['stare', 'sissy', 'skill', 'sonic']","['GXXXX', 'GYYYX', 'GXYXX', 'GGGGG']","[67, 16, 2, 2]"
178,3,"['stare', 'tatty', 'vital']","['XYYXX', 'YYGYX', 'GGGGG']","[74, 3, 3]"
179,3,"['stare', 'trade', 'trace']","['XYGYG', 'GGGXG', 'GGGGG']","[5, 1, 1]"
180,3,"['stare', 'sissy', 'using']","['YXXXX', 'YYYYX', 'GGGGG']","[38, 1, 1]"
181,3,"['stare', 'beach', 'peach']","['XXGXY', 'XGGGG', 'GGGGG']","[10, 2, 2]"
182,4,"['stare', 'clack', 'chain', 'champ']","['XXGXX', 'GXGYX', 'GGGXX', 'GGGGG']","[37, 3, 2, 2]"
183,5,"['stare', 'tatty', 'hatch', 'fatal', 'baton']","['XYYXX', 'YGGYX', 'XGGXX', 'XGGYX', 'GGGGG']","[74, 12, 5, 3, 3]"
184,5,"['stare', 'grave', 'frame', 'drake', 'brake']","['XXGYG', 'XGGXG', 'XGGXG', 'XGGGG', 'GGGGG']","[14, 7, 6, 1, 1]"
185,4,"['stare', 'doily', 'cluck', 'pluck']","['XXXXX', 'XXXYX', 'YGGGG', 'GGGGG']","[227, 14, 1, 1]"
186,6,"['stare', 'grave', 'frame', 'drake', 'crane', 'craze']","['XXGYG', 'XGGXG', 'XGGXG', 'XGGXG', 'GGGXG', 'GGGGG']","[14, 7, 6, 3, 1, 1]"
187,4,"['stare', 'erode', 'prime', 'gripe']","['XXXYG', 'YGXXG', 'YGGXG', 'GGGGG']","[49, 12, 1, 1]"
188,4,"['stare', 'heard', 'pearl', 'weary']","['XXGGY', 'XGGGX', 'XGGGX', 'GGGGG']","[7, 5, 3, 3]"
189,4,"['stare', 'doily', 'pinky', 'picky']","['XXXXX', 'XXYXG', 'GGXGG', 'GGGGG']","[227, 9, 1, 1]"
190,3,"['stare', 'table', 'acute']","['XYYXG', 'YYXXG', 'GGGGG']","[6, 1, 1]"
191,3,"['stare', 'every', 'ferry']","['XXXGY', 'YXYGG', 'GGGGG']","[10, 4, 4]"
192,3,"['stare', 'cause', 'aside']","['YXYXG', 'XYXYG', 'GGGGG']","[9, 2, 2]"
193,3,"['stare', 'tarot', 'tapir']","['XYYYX', 'GGYXY', 'GGGGG']","[13, 1, 1]"
194,4,"['stare', 'truth', 'troop', 'troll']","['XYXYX', 'GGXYX', 'GGGYX', 'GGGGG']","[42, 3, 1, 1]"
195,4,"['stare', 'doily', 'juicy', 'unify']","['XXXXX', 'XXGXG', 'XYGXG', 'GGGGG']","[227, 3, 1, 1]"
196,3,"['stare', 'riser', 'rebus']","['YXXYY', 'GXYYY', 'GGGGG']","[14, 1, 1]"
197,3,"['stare', 'moist', 'boost']","['YYXXX', 'XGXGG', 'GGGGG']","[17, 2, 2]"
198,3,"['stare', 'trust', 'truss']","['YYXYX', 'GGGGY', 'GGGGG']","[13, 1, 1]"
199,4,"['stare', 'sense', 'slice', 'siege']","['GXXXG', 'GYXYG', 'GXYXG', 'GGGGG']","[27, 14, 2, 2]"
